EryA,EryB,GMP,MEP,MPP,CMP
13.69,20.7,38.69,14.81,58.15,33.19
9.95,7.59,32.24,28.74,89.54,24.71
2.49,12.42,19.93,26.57,24.92,25.42
7.47,11.73,20.52,17.86,96,32.13
11.2,13.11,32.24,58.36,27.69,24.36
13.69,8.97,49.24,33.97,67.85,40.6
13.69,17.25,9.38,32.66,41.54,24.36
12.44,16.56,34,39.2,66.46,41.66
94.57,155.28,36.34,62.28,87.69,41.31
70.93,44.86,19.34,28.74,16.15,18.71
21.15,13.8,29.31,17.42,89.54,32.48
22.4,20.01,9.38,9.58,51.69,20.48
21.15,13.8,11.72,25.7,19.38,16.24
29.86,29.68,51,47.91,101.54,46.95
6.22,22.08,10.55,14.81,66.92,16.59
9.95,13.8,8.79,8.27,22.62,7.06
3.73,3.45,38.69,18.29,82.61,40.6
6.22,12.42,28.72,21.34,38.77,31.42
21.15,20.7,58.03,57.49,148.61,66.02
13.69,8.28,24.62,42.24,75.23,45.89
7.47,6.21,20.52,49.21,105.69,42.72
4.98,2.76,44.55,11.76,46.61,36.36
9.95,8.97,94.37,34.41,84.92,73.08
6.22,9.66,20.52,40.07,23.54,31.42
4.98,1.38,11.14,6.97,54.46,9.53
11.2,6.9,51,25.26,46.61,30.71
6.22,6.21,57.44,28.74,85.38,59.66
6.22,11.73,79.13,22.65,134.31,71.67
1.24,11.73,28.72,12.63,62.77,29.65
13.69,6.21,59.79,31.79,105.23,70.25
3.73,2.07,25.2,9.15,37.38,27.89
6.22,13.8,75.03,40.07,155.07,66.72
12.44,8.28,70.93,25.7,117.69,66.37
13.69,6.9,16.41,31.79,97.84,28.95
13.69,3.45,92.61,40.5,187.84,85.79
14.93,24.15,6.45,67.07,108.92,31.42
9.95,11.73,5.28,8.71,42.46,9.88
3.73,10.35,17,32.66,37.85,24.36
3.73,3.45,15.83,19.6,64.15,32.83
16.18,15.18,38.69,35.71,59.54,36.72
2.49,8.28,28.14,23.52,74.77,43.42
7.47,6.21,12.9,36.58,102.46,37.42
1.24,15.18,7.62,8.27,49.85,12
52.26,74.53,47.48,67.94,90.92,39.89
14.93,17.25,48.65,21.34,42.46,43.42
13.69,10.35,33.41,22.21,26.31,31.42
2.49,4.83,38.1,7.84,67.85,37.42
74.66,84.2,11.72,40.5,2.77,2.82
111.99,167.7,5.28,27.87,5.08,3.88
48.53,53.83,30.48,12.63,46.61,23.3
14.93,20.01,8.79,16.98,23.08,6.35
6.22,11.04,53.93,20.03,138,61.08
1.24,7.59,56.27,6.1,113.54,53.31
17.42,8.28,98.47,26.57,180,81.9
18.67,13.8,5.86,10.45,23.08,17.65
2.49,5.52,7.03,7.84,10.62,7.77
3.73,0,42.79,6.1,52.15,32.83
7.47,8.97,32.82,37.02,94.15,56.13
9.95,8.28,48.65,12.19,55.38,38.48
16.18,8.28,31.07,51.83,90.92,34.24
18.67,26.91,74.44,49.21,135.69,63.55
2.49,6.21,89.68,26.13,185.07,64.96
2.49,6.9,48.65,27.44,52.61,40.25
16.18,11.04,51,46.6,93.23,49.07
8.71,2.07,35.17,21.34,137.54,52.6
2.49,6.21,25.2,49.21,53.54,37.42
17.42,6.9,28.72,9.58,38.77,19.77
14.93,17.94,53.93,50.52,144.46,46.95
2.49,5.52,62.13,9.58,116.77,45.54
4.98,10.35,80.89,29.18,102,69.9
14.93,8.97,47.48,26.13,58.15,43.78
3.73,13.8,45.72,16.98,60.92,32.13
14.93,12.42,36.93,13.94,93.23,34.6
97.06,84.2,12.9,77.09,12,13.06
3.73,15.87,6.45,23.95,6.92,4.94
17.42,13.11,11.14,10.02,9.23,5.3
28.62,40.03,15.24,21.34,33.69,24.01
41.06,27.6,5.28,50.08,11.54,3.18
9.95,3.45,26.38,19.6,72.46,34.6
9.95,8.97,18.17,15.24,24.46,16.59
13.69,11.73,27.55,13.07,43.85,28.95
1.24,4.14,25.2,6.1,11.08,15.89
4.98,2.76,31.07,17.42,70.15,41.66
3.73,7.59,11.14,23.52,18.92,15.18
11.2,7.59,38.1,6.53,94.61,33.19
7.47,10.35,27.55,19.6,29.54,37.77
1.24,3.45,15.83,6.1,29.54,21.18
2.49,4.14,15.24,20.47,90,26.48
2.49,0.69,7.62,1.74,5.08,3.88
6.22,1.38,6.45,3.05,10.15,15.89
2.49,4.14,3.52,2.18,15.23,9.53
1.24,3.45,12.31,6.1,6.92,7.41
2.49,0.69,12.9,23.08,59.08,16.59
4.98,3.45,7.62,10.02,24,14.83
3.73,0,19.93,3.92,22.15,17.3
1.24,2.76,15.83,20.47,113.54,32.13
2.49,0,22.27,3.92,41.08,20.48
7.47,3.45,15.24,4.79,65.54,14.47
2.49,3.45,41.03,11.32,7.38,19.77
3.73,15.87,84.99,11.76,180,79.43
2.49,10.35,122.51,21.78,227.07,71.31
6.22,5.52,41.03,6.1,25.38,40.25
8.71,13.8,52.17,9.15,55.38,27.54
16.18,7.59,9.38,8.27,41.08,7.41
14.93,11.73,69.17,25.7,131.08,49.78
16.18,3.45,60.96,24.82,44.31,65.31
18.67,13.8,29.89,14.37,60,30.36
6.22,5.52,56.86,2.61,15.23,40.25
12.44,4.14,41.03,3.48,31.38,21.89
4.98,4.14,31.07,12.63,70.15,23.3
2.49,2.07,58.03,8.27,16.15,52.96
8.71,1.38,61.55,10.45,44.77,49.07
1.24,1.38,49.24,12.19,66,51.54
3.73,6.21,55.1,20.03,44.77,45.54
8.71,5.52,51,20.47,64.61,44.48
1.24,3.45,13.48,7.84,51.23,21.18
3.73,1.38,32.82,13.5,81.23,30.71
4.98,2.76,11.72,25.26,24,36.01
6.22,2.76,11.72,44.86,16.15,6
3.73,2.07,4.69,52.7,5.54,6.35
4.98,8.28,37.51,10.02,117.23,51.9
9.95,2.07,3.52,2.18,41.54,13.42
0,6.21,57.44,31.79,78.46,43.78
3.73,3.45,22.86,4.36,94.61,50.13
3.73,2.76,36.34,10.89,92.77,39.19
7.47,4.14,21.1,5.66,66,32.13
4.98,2.76,47.48,37.89,108,43.78
1.24,11.73,20.52,38.76,43.85,28.95
2.49,2.76,20.52,11.32,47.54,25.07
1.24,1.38,10.55,1.31,4.15,6.71
3.73,3.45,22.27,5.23,3.69,22.59
6.22,1.38,66.24,8.71,84.46,55.07
16.18,1.38,4.69,23.08,49.85,13.77
4.98,3.45,12.31,5.23,61.85,10.24
9.95,1.38,4.1,13.07,39.69,14.47
0,11.04,11.14,6.97,28.15,7.77
13.69,2.07,2.93,5.23,9.23,2.82
8.71,8.28,24.03,5.66,80.77,24.01
12.44,13.8,21.1,6.53,102.92,14.12
11.2,16.56,21.69,32.23,26.31,15.53
16.18,17.25,6.45,20.47,43.38,9.18
11.2,22.77,33.41,27.87,42,19.77
18.67,29.68,35.76,48.78,29.08,18
3.73,3.45,37.51,9.58,26.31,27.18
6.22,1.38,7.03,3.48,3.69,3.88
9.95,6.21,14.65,2.61,21.23,10.24
8.71,8.28,48.06,6.53,76.61,30.71
16.18,8.97,32.24,6.1,61.85,28.24
12.44,2.76,35.76,14.37,105.23,37.07
4.98,5.52,30.48,3.48,53.08,25.07
4.98,0,12.9,14.37,96,22.24
6.22,2.07,37.51,3.92,16.62,21.89
9.95,5.52,75.03,7.84,18.46,38.48
3.73,13.11,49.82,3.92,44.77,23.65
13.69,5.52,71.51,3.92,19.85,31.42
9.95,5.52,51,9.15,67.85,39.19
33.6,18.63,4.1,62.28,18.92,11.3
32.35,31.06,4.69,60.97,26.31,18
1.24,4.14,16.41,5.66,98.77,14.47
11.2,6.21,0,52.26,2.77,2.82
1.24,1.38,25.79,3.05,77.08,37.77
4.98,8.28,6.45,6.53,114,12
3.73,0.69,22.86,7.4,97.38,44.84
3.73,3.45,9.38,8.71,66,16.95
6.22,2.76,14.65,6.97,18.46,21.54
3.73,3.45,10.55,14.37,41.54,26.12
12.44,7.59,7.62,37.02,5.54,13.77
8.71,8.97,14.65,50.52,55.85,26.48
17.42,13.11,26.38,47.47,23.08,26.12
6.22,2.76,48.65,24.39,69.69,36.01
6.22,11.73,46.89,25.26,54.92,33.89
27.38,31.06,4.69,36.58,2.31,3.18
24.89,31.06,2.93,54.87,9.23,3.53
74.66,82.81,6.45,35.28,6.92,7.41
21.15,13.11,68.58,17.86,35.08,29.3
46.04,72.46,3.52,22.65,12.92,11.3
23.64,33.82,52.75,11.32,36.92,43.78
21.15,30.37,9.96,18.29,14.31,6
38.58,46.24,26.38,21.78,23.54,30.01
31.11,47.62,4.69,44.42,15.69,2.82
143.1,177.36,9.38,49.21,10.62,5.3
73.42,102.14,2.93,36.58,2.31,3.18
38.58,70.39,8.79,39.63,15.23,15.53
68.44,102.14,10.55,42.68,12.46,3.53
24.89,49,0.59,17.86,3.69,3.18
24.89,21.39,36.93,35.28,65.54,42.01
9.95,9.66,15.24,10.02,46.61,12.36
3.73,2.07,8.21,15.68,47.08,20.12
4.98,11.73,4.1,54,22.15,24.01
1.24,4.14,27.55,8.71,69.23,47.31
3.73,2.76,18.76,8.27,50.31,16.24
4.98,4.14,22.27,43.99,42.46,21.18
7.47,13.11,57.44,67.5,132.46,68.14
11.2,5.52,7.03,20.47,41.08,16.59
8.71,3.45,14.07,22.65,76.15,24.36
7.47,5.52,24.62,7.4,65.54,28.95
6.22,7.59,34.58,14.81,103.84,34.6
8.71,4.83,14.07,52.26,19.85,28.24
7.47,6.9,11.14,9.15,47.08,31.77
1.24,0,5.86,8.71,12,10.59
2.49,4.14,17.58,6.1,97.84,27.18
3.73,4.14,34,20.47,106.61,51.19
9.95,5.52,11.14,56.18,83.54,28.95
23.64,21.39,34.58,86.67,130.15,53.66
9.95,12.42,7.03,42.68,20.77,10.24
16.18,6.9,52.75,27,126,52.25
12.44,15.18,31.07,53.57,108.46,37.77
2.49,8.97,5.28,48.78,0.46,5.3
4.98,6.21,12.9,23.52,37.85,9.53
8.71,15.87,29.89,26.13,110.77,36.72
0,4.83,24.03,30.92,48.92,27.18
2.49,0.69,21.1,26.13,64.15,32.83
9.95,17.94,24.03,23.08,66.92,29.65
12.44,18.63,22.86,40.5,26.31,23.65
9.95,15.18,28.14,16.55,54.92,32.13
28.62,29.68,45.72,33.97,39.69,38.83
21.15,6.21,19.93,12.19,6.92,26.12
13.69,14.49,18.17,54.44,46.15,17.65
12.44,16.56,46.31,32.23,85.38,40.95
3.73,2.07,33.41,7.84,31.85,28.95
2.49,18.63,59.79,6.53,63.69,44.13
8.71,10.35,69.17,5.66,67.85,45.54
0,2.76,66.82,10.45,62.77,55.78
1.24,2.76,14.07,12.63,84.46,25.42
12.44,0.69,19.34,6.53,87.23,23.3
3.73,4.83,17.58,8.71,98.77,19.06
9.95,7.59,9.96,15.24,38.31,14.83
6.22,1.38,18.76,10.45,72.92,22.59
11.2,8.97,30.48,20.47,135.23,48.72
34.84,13.8,17.58,38.76,5.54,16.59
29.86,26.91,3.52,40.07,22.62,4.94
12.44,23.46,37.51,29.61,66,33.54
7.47,28.3,8.79,57.05,8.77,5.65
9.95,2.76,8.79,13.07,3.23,13.42
7.47,5.52,32.82,13.94,54.46,40.25
6.22,2.76,36.34,7.4,101.54,48.72
8.71,8.28,41.03,17.42,81.69,42.72
0,6.21,18.76,2.61,52.15,16.59
7.47,2.76,9.96,13.5,114.46,32.48
3.73,2.07,15.83,6.53,43.38,16.95
7.47,1.38,8.79,4.36,84,30.71
2.49,2.76,16.41,11.32,93.23,18.36
6.22,7.59,16.41,5.23,66.92,13.77
0,3.45,45.13,5.23,87.23,37.77
12.44,8.28,10.55,7.4,28.62,18.36
6.22,8.28,34.58,21.78,39.69,29.3
6.22,8.28,72.68,14.37,190.61,73.08
9.95,2.76,5.86,2.61,7.85,7.41
21.15,4.83,15.83,20.9,69.69,18.36
4.98,9.66,26.96,9.58,100.61,19.06
4.98,10.35,29.89,28.31,39.69,27.18
1.24,6.9,22.86,4.36,12.92,46.25
8.71,8.97,8.79,7.84,9.23,13.06
12.44,10.35,53.34,10.89,16.15,33.89
12.44,2.76,30.48,14.37,63.69,31.07
12.44,11.04,60.37,21.34,83.08,53.66
33.6,21.39,34.58,25.7,40.15,39.19
27.38,24.84,15.24,28.74,34.61,18
36.09,23.46,18.17,58.79,8.77,13.77
24.89,25.53,21.69,52.7,46.61,18.36
24.89,17.94,39.86,16.55,101.08,25.77
16.18,37.96,10.55,17.42,34.61,10.24
11.2,20.01,21.69,8.71,3.69,8.47
4.98,10.35,32.82,8.27,51.69,31.07
8.71,2.76,41.62,3.48,32.31,25.77
13.69,10.35,4.69,6.1,38.31,9.53
9.95,17.25,7.03,13.5,59.08,29.3
12.44,6.21,39.27,8.27,95.54,24.01
37.33,28.99,13.48,53.57,29.54,10.59
27.38,24.15,69.75,40.07,90.92,51.54
31.11,24.84,53.93,49.21,80.77,59.31
22.4,26.22,13.48,60.54,83.08,31.77
18.67,15.87,49.82,11.32,165.23,43.42
12.44,15.18,13.48,8.71,78.46,22.95
14.93,11.73,12.9,8.27,41.54,14.47
6.22,9.66,15.83,15.24,88.15,28.6
7.47,15.18,2.34,53.13,13.38,16.59
3.73,4.14,77.37,6.53,79.85,51.9
18.67,6.21,14.07,7.84,8.77,8.12
4.98,10.35,9.38,6.97,24.46,12.71
4.98,5.52,0.59,6.1,5.08,4.59
11.2,9.66,1.76,4.79,12.92,2.82
6.22,3.45,1.76,3.05,6,4.94
12.44,4.83,9.38,3.92,0.92,20.83
7.47,26.91,36.34,28.74,47.54,24.36
13.69,4.83,2.34,7.4,0,2.12
11.2,17.25,12.9,17.86,14.77,16.24
7.47,17.94,4.1,6.1,11.08,4.24
18.67,17.94,16.41,14.81,58.61,20.83
22.4,20.7,9.96,41.37,13.85,10.24
12.44,21.39,15.24,26.13,22.62,16.24
26.13,34.51,12.31,13.94,21.69,24.36
77.15,102.83,48.65,58.79,206.77,63.55
21.15,21.39,24.03,24.82,86.77,24.36
4.98,2.76,14.07,22.65,50.31,18
17.42,24.84,4.69,16.11,50.31,14.83
22.4,19.32,7.03,29.18,34.61,13.77
1.24,11.04,15.24,8.27,39.69,20.83
16.18,21.39,38.69,34.84,57.69,34.24
8.71,11.04,46.89,51.83,94.15,39.54
8.71,7.59,42.2,22.21,71.54,43.07
11.2,11.04,24.62,25.7,86.31,28.24
1.24,17.94,27.55,23.52,111.23,33.89
0,7.59,30.48,13.94,49.85,25.42
9.95,4.83,28.14,5.23,14.31,34.95
1.24,2.07,8.21,2.61,3.23,6
2.49,5.52,12.9,10.89,6.46,4.94
1.24,5.52,5.28,6.1,2.77,4.59
2.49,2.07,61.55,7.84,77.08,46.25
4.98,5.52,40.44,11.76,28.62,26.83
7.47,19.32,60.37,18.73,81.23,42.72
9.95,15.18,18.76,29.61,60.92,21.54
7.47,18.63,44.55,37.45,92.31,32.13
24.89,34.51,31.07,28.74,66.46,26.83
1.24,3.45,60.37,3.92,18.46,39.19
1.24,5.52,30.48,13.07,61.85,26.12
7.47,4.14,101.99,13.94,121.38,54.37
9.95,2.76,43.96,5.23,56.31,33.19
9.95,5.52,38.69,24.82,65.54,28.6
65.95,95.24,2.34,41.37,6.92,3.53
24.89,13.11,31.65,12.63,20.31,21.89
27.38,30.37,8.21,28.31,51.23,16.59
48.53,36.58,24.03,28.74,57.23,30.71
13.69,8.97,46.89,14.37,24,28.95
13.69,9.66,73.86,20.47,26.31,44.13
13.69,10.35,109.03,25.26,56.31,58.96
8.71,20.01,112.54,20.47,90.92,58.6
14.93,20.7,9.38,39.63,18.46,16.24
90.84,100.07,5.86,77.52,0.92,7.06
28.62,10.35,76.2,19.16,211.84,51.54
2.49,2.76,14.07,10.89,73.38,23.65
2.49,1.38,12.9,6.97,54.92,24.01
6.22,4.14,22.86,27.87,79.38,31.07
9.95,19.32,70.93,20.03,34.15,36.72
9.95,22.77,8.21,59.23,12.92,9.88
8.71,12.42,29.89,23.95,72,50.13
13.69,23.46,44.55,31.79,20.77,39.54
7.47,19.32,20.52,21.78,92.77,37.42
6.22,2.76,45.72,22.21,138.92,46.6
3.73,6.9,46.31,13.94,71.08,45.19
51.02,54.52,5.86,85.36,6.92,6.35
12.44,11.04,42.2,29.61,49.38,58.6
60.97,72.46,3.52,93.2,13.85,16.24
34.84,53.14,22.86,74.04,41.08,48.37
111.99,117.32,24.62,77.09,40.61,28.95
7.47,2.07,7.62,45.29,8.31,8.83
17.42,28.3,9.38,36.15,20.31,12.36
7.47,5.52,32.24,6.97,51.69,27.18
11.2,4.83,48.65,54,30.46,38.83
7.47,21.39,13.48,15.24,45.69,18.36
21.15,23.46,67.99,43.99,46.15,50.84
24.89,32.44,11.72,37.89,13.38,18.71
9.95,6.21,19.93,20.03,16.15,28.24
6.22,3.45,35.17,10.89,19.38,30.71
49.77,73.15,5.86,41.81,6.92,6.35
38.58,80.05,4.69,20.47,19.38,13.06
12.44,6.21,14.65,12.63,40.15,20.83
14.93,23.46,8.21,16.98,20.77,11.3
11.2,12.42,16.41,36.15,12,9.18
8.71,12.42,5.28,5.66,12,5.3
41.06,39.34,2.34,10.89,2.77,2.47
6.22,11.04,89.1,23.08,15.69,40.25
7.47,1.38,32.82,8.71,90.46,42.72
13.69,25.53,19.93,39.63,55.85,33.54
1.24,3.45,2.34,7.84,21.23,10.94
12.44,33.82,13.48,19.6,38.31,19.77
1.24,4.14,5.28,41.37,3.69,6.71
8.71,7.59,4.1,5.23,8.77,4.59
11.2,5.52,23.45,16.98,41.08,18.71
3.73,6.21,13.48,21.34,14.77,9.18
3.73,3.45,8.79,11.32,45.69,25.42
4.98,15.18,41.03,12.19,103.84,24.36
7.47,12.42,48.06,38.76,41.08,24.71
12.44,11.73,36.34,15.68,39.23,32.48
13.69,15.87,87.92,37.45,114.92,63.55
34.84,53.14,2.93,46.6,2.77,1.77
9.95,15.18,21.69,40.94,21.69,25.42
49.77,97.31,9.96,35.28,5.54,4.94
39.82,55.9,35.76,48.34,83.08,30.36
6.22,1.38,50.41,20.03,63.69,44.84
12.44,11.73,58.62,20.47,70.15,44.13
32.35,44.17,25.79,50.52,34.15,27.54
33.6,42.79,8.21,82.75,6.46,7.77
9.95,15.87,5.86,59.23,10.15,5.3
13.69,25.53,27.55,62.28,40.15,20.12
8.71,8.97,5.28,13.5,5.54,6
2.49,8.28,43.38,3.92,62.77,34.24
17.42,26.91,55.69,57.49,149.54,48.01
19.91,22.77,4.69,41.81,27.69,11.65
26.13,28.99,8.21,60.54,22.15,12.71
11.2,4.83,47.48,19.6,56.77,34.6
4.98,11.73,49.24,3.48,94.15,48.72
3.73,1.38,65.65,13.94,100.15,28.6
27.38,15.87,9.38,62.71,21.23,10.94
4.98,17.25,7.03,57.92,41.08,32.83
2.49,6.21,101.41,8.27,139.84,61.43
3.73,3.45,67.99,10.02,56.77,38.13
3.73,3.45,17,17.86,37.38,25.77
1.24,11.04,27.55,10.89,48.92,31.42
3.73,6.21,19.93,11.32,22.15,32.13
0,8.97,32.82,3.92,19.85,30.71
6.22,9.66,72.68,31.36,126.46,60.72
82.13,122.84,76.2,70.12,66.92,78.02
24.89,26.91,127.2,36.58,167.54,73.43
9.95,22.08,42.2,49.65,92.77,27.18
11.2,14.49,31.65,5.23,39.69,26.83
7.47,9.66,25.2,26.13,12.92,10.59
12.44,17.94,51.58,29.61,20.31,36.36
8.71,10.35,60.37,44.42,99.69,37.07
27.38,49,17.58,33.97,18,28.24
4.98,10.35,14.65,10.02,35.08,19.06
9.95,2.76,18.17,4.36,24.46,8.83
14.93,10.35,12.31,4.36,52.15,14.83
12.44,4.83,1.76,15.68,0,3.53
4.98,11.04,48.06,13.94,26.31,47.66
14.93,21.39,46.89,39.2,53.54,43.78
19.91,22.08,27.55,37.89,16.15,26.48
16.18,24.84,17.58,71.42,31.38,28.95
22.4,28.3,14.07,87.97,19.38,21.18
14.93,12.42,11.72,60.54,39.23,23.3
21.15,23.46,50.41,74.47,77.08,37.07
52.26,55.21,1.76,94.07,20.77,7.41
23.64,54.52,31.65,71.42,101.54,22.95
11.2,16.56,36.93,21.78,133.38,38.48
53.51,61.42,15.83,63.15,33.69,20.83
23.64,21.39,22.86,47.04,44.77,16.95
9.95,4.14,14.07,15.68,61.38,21.89
14.93,15.87,11.14,43.99,19.38,11.65
24.89,22.77,42.79,46.16,68.77,44.13
17.42,12.42,51,40.07,152.77,55.43
4.98,4.14,56.27,25.7,63.23,43.07
0,7.59,48.06,17.86,52.61,36.72
6.22,11.73,75.61,16.55,79.85,40.25
7.47,3.45,40.44,20.03,44.77,31.42
4.98,9.66,12.9,54,12.92,6.35
12.44,6.9,90.85,26.13,84.92,62.84
3.73,4.14,89.68,10.89,64.15,49.78
8.71,6.9,66.24,32.66,108.92,61.08
6.22,8.28,41.62,30.92,41.54,47.66
4.98,6.9,40.44,25.26,19.38,34.95
12.44,25.53,7.03,49.65,5.54,9.88
92.08,97.31,15.83,84.05,39.69,28.6
21.15,15.18,2.93,45.29,8.77,3.53
9.95,10.35,60.37,8.71,23.08,18.71
3.73,4.83,56.86,7.4,10.62,42.01
6.22,7.59,73.86,15.24,76.15,49.07
17.42,9.66,49.24,30.92,55.38,33.19
33.6,41.41,11.14,33.53,16.62,20.12
27.38,52.45,35.76,71.42,14.31,11.3
32.35,30.37,50.41,48.34,119.54,46.95
6.22,5.52,70.93,14.81,115.38,65.31
2.49,11.73,62.13,20.9,119.08,46.95
4.98,16.56,46.89,54.44,123.23,59.66
2.49,1.38,4.1,44.86,30.92,16.95
4.98,4.14,19.34,5.66,101.54,39.19
3.73,4.14,35.76,13.94,64.15,20.48
9.95,5.52,80.3,15.24,84.92,55.78
11.2,4.14,41.62,8.27,41.08,32.13
48.53,90.41,8.79,15.24,10.62,15.53
7.47,4.83,104.34,42.68,145.84,73.78
8.71,8.28,51.58,17.86,54.46,47.31
33.6,39.34,18.17,57.92,12,14.12
14.93,15.18,79.13,63.15,132,72.02
2.49,9.66,35.76,13.5,25.85,20.48
33.6,38.65,22.27,73.17,49.85,37.42
22.4,19.32,38.1,83.18,79.85,45.54
6.22,6.9,26.38,10.02,36,17.3
8.71,6.9,26.96,7.4,63.69,19.42
1.24,11.04,38.1,18.73,61.38,30.71
11.2,6.21,27.55,28.31,70.61,26.12
22.4,12.42,69.17,37.02,62.31,62.49
38.58,49,78.55,39.2,67.38,45.89
7.47,11.73,52.75,30.92,18.46,29.3
1.24,11.04,36.34,14.37,62.77,35.3
41.06,51.76,9.96,74.91,5.54,10.94
7.47,6.21,58.62,12.19,29.08,38.83
3.73,2.76,43.96,10.02,6.92,28.95
1.24,3.45,26.38,6.53,8.77,16.59
16.18,1.38,66.82,6.53,104.77,54.72
9.95,2.76,25.2,10.89,102.92,29.3
0,0,19.93,9.15,46.61,25.42
6.22,8.28,41.62,71.42,53.08,43.78
11.2,8.28,50.41,60.97,22.15,36.36
24.89,35.2,105.51,48.78,167.54,65.66
9.95,3.45,28.14,13.07,76.61,26.83
1.24,2.07,22.86,12.63,62.31,24.01
8.71,2.76,20.52,13.5,60,24.71
2.49,4.14,8.21,7.84,85.38,30.36
0,2.07,39.86,15.24,90,24.71
11.2,6.21,73.86,10.45,72.46,58.96
2.49,1.38,68.58,27.87,109.38,68.14
8.71,2.76,21.69,7.4,3.23,17.65
14.93,20.01,60.96,43.55,12,40.25
1.24,4.83,63.89,9.58,62.31,40.95
17.42,6.9,46.89,7.4,9.23,21.18
6.22,6.21,38.1,5.23,50.31,30.01
11.2,5.52,26.96,40.94,129.23,38.48
11.2,6.9,41.62,50.95,79.38,37.77
4.98,6.21,69.75,14.81,66,55.78
1.24,2.76,73.27,16.98,95.54,57.54
24.89,16.56,40.44,39.2,111.69,39.89
12.44,22.77,4.1,65.76,7.38,6.35
9.95,11.73,37.51,28.74,65.54,32.13
1.24,3.45,28.14,35.71,60,25.42
4.98,2.07,5.28,18.73,51.69,15.18
8.71,9.66,29.31,47.91,58.61,35.3
1.24,9.66,31.65,21.34,71.08,32.83
6.22,8.97,10.55,19.6,37.85,18
1.24,8.97,41.03,37.89,53.08,51.54
3.73,4.83,41.03,16.11,71.54,37.42
11.2,7.59,40.44,12.19,78.46,38.48
9.95,4.14,117.82,4.79,17.08,68.49
0,8.28,90.27,22.21,14.77,48.72
2.49,6.9,47.48,24.39,57.23,37.42
0,9.66,26.96,3.48,20.77,21.18
7.47,2.76,16.41,8.71,35.54,27.18
7.47,4.83,56.27,12.19,50.31,49.07
11.2,8.97,24.62,12.63,89.08,19.77
14.93,2.07,50.41,25.7,118.61,51.54
3.73,1.38,26.38,10.45,9.23,24.01
8.71,1.38,68.58,8.27,14.31,48.01
16.18,15.87,16.41,68.38,23.54,18.36
6.22,4.14,36.34,9.58,5.54,12.71
44.8,43.48,25.79,76.21,21.69,19.42
18.67,25.53,50.41,55.75,55.85,45.19
4.98,11.73,35.17,36.15,142.15,39.89
4.98,13.11,15.24,53.57,42.92,24.36
12.44,4.83,39.27,64.89,62.31,38.13
17.42,19.32,48.06,21.34,64.15,62.49
32.35,34.51,36.93,50.52,155.54,62.84
11.2,11.73,29.89,27,24,23.65
6.22,8.97,69.17,36.15,95.54,60.02
3.73,6.9,48.65,18.29,99.69,59.31
18.67,11.73,19.34,11.32,29.08,25.42
4.98,5.52,2.34,4.79,63.23,17.65
28.62,42.1,15.24,15.24,6,2.82
47.29,35.2,10.55,29.18,0,6
17.42,21.39,4.69,62.28,6.92,18
6.22,5.52,69.75,5.23,29.54,48.72
2.49,6.9,14.65,3.05,18,14.12
2.49,2.07,9.96,10.02,17.54,14.47
4.98,2.07,36.34,14.37,24.46,39.19
8.71,14.49,90.85,25.26,109.38,66.02
8.71,11.04,7.03,4.36,8.31,9.18
2.49,14.49,56.27,18.29,139.38,59.66
13.69,16.56,114.89,15.24,76.15,56.13
49.77,57.28,31.07,38.76,92.77,43.78
170.48,247.06,48.06,70.55,74.31,38.48
8.71,24.15,40.44,12.63,39.23,31.77
11.2,14.49,82.06,18.73,120.92,59.66
22.4,15.18,11.72,24.39,25.38,11.65
4.98,8.97,22.86,13.94,40.61,13.77
12.44,15.18,66.82,44.42,80.77,57.9
3.73,4.83,45.72,8.27,39.69,39.19
39.82,69.01,33.41,50.95,84.46,44.48
37.33,48.31,18.76,60.54,71.08,18.36
19.91,28.99,21.1,30.49,84.46,32.13
6.22,6.21,31.07,14.81,96.92,31.42
2.49,3.45,48.65,23.52,40.61,32.48
2.49,6.9,72.68,21.34,161.07,56.84
8.71,2.07,82.06,20.9,66.46,73.78
9.95,4.14,28.14,15.68,99.69,37.77
6.22,3.45,57.44,23.95,96.46,37.42
7.47,11.04,37.51,24.82,73.85,40.95
3.73,4.83,15.24,11.76,57.23,19.06
3.73,2.07,11.14,7.84,15.69,8.12
7.47,2.07,53.93,15.68,87.23,36.01
9.95,19.32,39.86,43.99,39.69,39.54
7.47,12.42,11.72,28.74,26.77,14.12
4.98,4.14,11.14,11.76,6,7.41
4.98,6.21,17.58,13.5,5.08,18.36
9.95,13.11,15.24,72.3,6.92,13.06
13.69,7.59,17.58,31.36,47.54,24.36
12.44,4.14,11.14,23.08,40.61,18.36
21.15,40.03,8.79,23.52,17.08,10.24
11.2,8.28,71.51,14.81,37.38,51.19
56,100.76,7.62,25.7,23.08,10.94
7.47,4.83,22.86,22.21,58.15,25.42
2.49,8.97,12.31,13.94,30.46,15.18
17.42,15.18,2.93,18.29,12,12.36
6.22,17.94,18.17,15.68,31.38,18
26.13,30.37,39.86,50.08,83.54,48.37
21.15,42.1,32.82,32.66,119.54,47.31
8.71,7.59,9.96,12.63,15.23,14.12
11.2,8.28,25.2,35.28,79.85,40.25
0,4.14,31.07,4.36,6,25.77
7.47,6.9,14.65,14.37,43.38,17.3
27.38,45.55,11.72,64.02,2.77,13.06
46.04,62.11,12.31,67.5,12.92,19.06
102.04,130.43,9.96,58.79,38.77,22.59
