CMP,EryA,EryB,GMP,MPP,Mono,MEP,GN
12.36,17.42,15.18,11.14,15.23,10.14,40.07,9.98
16.24,13.69,9.66,25.79,21.69,12.06,5.66,12.15
45.54,16.18,11.73,66.82,62.77,41.1,41.37,41.65
38.13,1.24,10.35,26.96,54,13.7,11.76,5.64
38.13,3.73,5.52,75.61,37.85,35.89,8.27,23.86
31.77,1.24,2.76,31.07,62.31,8.22,5.23,4.77
23.3,1.24,4.83,39.27,16.62,5.48,5.66,7.81
33.19,7.47,4.14,32.24,48,27.95,3.48,9.11
30.36,1.24,6.9,36.93,66.46,16.17,14.37,16.05
20.83,9.95,12.42,22.27,33.23,14.52,19.6,6.07
38.83,6.22,8.97,46.89,37.85,26.58,33.1,30.37
42.36,11.2,10.35,42.79,25.85,13.43,33.1,14.75
15.89,4.98,10.35,43.96,1.85,40.28,23.08,6.07
11.65,87.11,149.76,7.62,6.92,7.4,104.09,7.38
28.95,14.93,29.68,36.93,15.23,29.59,19.6,20.82
6.71,3.73,3.45,14.65,2.77,4.66,20.9,5.64
5.3,7.47,10.35,7.62,5.08,3.56,10.02,9.98
7.41,29.86,31.06,3.52,6.46,6.58,53.57,5.21
6.71,39.82,45.55,5.28,7.38,6.58,92.33,5.64
15.89,12.44,13.11,3.52,14.77,9.32,20.03,5.21
21.54,14.93,6.9,26.38,30,22.47,19.16,6.94
43.42,3.73,1.38,73.27,27.23,32.6,13.07,6.94
26.83,13.69,8.28,48.06,15.23,22.19,8.27,13.88
50.48,14.93,15.87,58.03,81.69,32.06,26.13,52.49
27.89,29.86,56.59,22.27,36.92,21.92,60.54,35.57
32.48,2.49,2.07,70.93,6.92,55.07,8.27,67.68
29.3,13.69,15.87,24.62,42.92,28.22,14.81,19.09
23.65,6.22,6.9,10.55,33.69,10.41,3.92,6.51
23.65,12.44,7.59,22.27,8.31,6.58,57.49,4.77
28.24,4.98,4.14,22.86,36,11.78,10.89,11.71
26.12,7.47,4.14,28.14,40.15,12.33,24.39,13.45
27.54,13.69,6.9,32.24,24,35.62,6.1,35.14
20.48,6.22,2.76,14.07,40.15,9.59,11.76,7.38
28.6,8.71,3.45,42.79,3.69,28.49,6.53,62.9
16.59,2.49,2.07,18.76,2.31,20.82,3.48,47.72
55.78,6.22,4.14,75.61,39.23,23.84,7.4,10.85
9.88,1.24,11.04,10.55,50.77,6.58,9.58,5.21
33.89,4.98,7.59,61.55,1.85,60.83,3.05,55.53
18.36,67.2,122.15,19.93,2.31,6.58,118.46,4.34
8.83,16.18,13.8,11.14,2.31,2.74,36.58,5.64
22.95,21.15,19.32,30.48,9.69,43.56,28.31,19.09
6,48.53,75.91,6.45,5.54,8.49,85.36,8.68
9.88,31.11,58.66,8.79,1.38,7.95,92.76,4.34
25.42,9.95,13.11,28.14,36.92,18.63,27.44,19.96
16.95,24.89,22.08,11.72,5.54,13.15,62.28,20.82
15.89,26.13,28.3,14.65,7.38,9.59,96.25,9.98
20.12,14.93,20.7,18.76,15.69,38.36,82.75,29.5
60.02,18.67,19.32,89.1,63.23,93.16,19.16,80.69
19.06,6.22,13.8,28.14,14.31,37.81,17.86,9.11
27.18,7.47,11.04,25.2,19.85,42.47,20.03,43.38
31.77,8.71,12.42,34.58,24.92,45.76,14.81,73.75
10.94,11.2,9.66,7.62,5.08,23.56,3.92,16.49
10.94,12.44,13.8,11.14,13.38,16.71,32.66,21.26
21.54,4.98,17.25,51.58,12.92,44.66,10.45,29.5
16.95,7.47,11.04,6.45,7.38,33.7,13.5,57.7
11.65,18.67,19.32,19.34,20.31,15.07,8.27,16.49
10.59,19.91,4.83,10.55,7.85,9.04,12.19,12.58
36.01,9.95,15.18,45.13,33.69,35.34,11.32,57.7
20.83,16.18,13.8,35.76,13.85,40.55,6.97,42.51
18.36,13.69,35.2,39.86,12.46,43.84,33.53,76.35
16.59,19.91,25.53,18.76,12,14.52,29.18,16.05
9.88,6.22,6.9,10.55,6,20,9.58,47.72
9.88,7.47,22.08,5.86,8.31,12.06,40.07,12.58
32.13,21.15,26.22,55.69,25.85,34.25,32.23,29.93
15.53,8.71,10.35,18.17,11.08,21.92,9.15,42.51
25.07,11.2,9.66,42.79,18.46,27.12,16.98,26.9
37.42,9.95,6.21,70.34,18,39.45,14.81,40.35
5.65,4.98,4.14,8.21,15.23,8.77,16.98,6.07
18,11.2,3.45,14.65,48.46,22.19,11.76,15.18
26.83,8.71,6.21,28.72,29.08,20.82,12.63,59.43
27.89,1.24,2.07,25.2,42.92,26.3,10.02,49.89
16.59,28.62,8.28,31.07,30.46,40,12.19,23.86
33.89,3.73,6.9,30.48,26.77,28.49,6.97,34.71
27.89,9.95,10.35,22.86,74.77,20.55,18.29,20.82
46.95,3.73,4.83,29.31,53.08,12.06,23.95,7.81
48.72,14.93,21.39,36.34,60.92,26.03,103.65,39.04
46.95,4.98,4.83,76.2,53.08,55.07,9.58,72.01
29.65,8.71,15.87,25.2,47.54,32.06,13.07,41.21
36.72,11.2,3.45,42.2,70.15,21.37,24.39,43.82
48.72,11.2,2.07,40.44,33.23,35.07,10.02,16.05
22.95,11.2,4.83,9.96,40.61,12.33,14.37,12.15
33.89,4.98,2.76,52.17,15.69,24.11,31.36,6.51
24.71,12.44,35.2,27.55,6,17.54,64.46,8.24
62.49,36.09,45.55,100.23,36.92,53.43,74.04,51.63
64.25,14.93,17.94,101.41,12.46,56.72,33.53,72.01
14.47,9.95,8.97,7.03,13.85,8.77,33.53,5.21
26.83,21.15,22.08,25.79,9.23,11.78,69.25,11.28
37.07,8.71,15.87,36.34,27.23,31.23,70.12,24.73
37.42,51.02,60.04,25.79,12.92,8.22,95.38,8.68
37.77,26.13,30.37,31.65,13.38,10.14,60.54,7.38
8.12,17.42,36.58,8.21,2.77,7.67,63.15,6.94
14.47,11.2,29.68,11.14,6.46,7.4,89.72,5.21
26.83,22.4,4.14,63.89,11.08,41.65,18.73,19.09
35.66,12.44,10.35,56.27,5.08,24.93,50.08,19.09
30.01,9.95,13.11,38.1,12.92,34.8,20.47,14.32
13.77,26.13,53.14,8.21,7.38,19.73,78.83,9.11
14.12,32.35,31.75,13.48,19.38,22.19,39.63,17.35
14.83,17.42,19.32,18.17,16.62,24.93,27,52.49
8.12,87.11,113.18,5.28,4.62,12.33,86.67,11.71
20.83,74.66,84.2,24.62,32.77,25.48,76.65,18.65
39.19,14.93,11.73,36.34,68.77,44.93,30.49,31.24
1.41,3.73,4.83,0,1.38,2.47,0.87,6.07
13.42,9.95,6.21,6.45,17.08,19.45,10.89,14.32
26.12,7.47,2.76,11.14,52.61,6.3,22.21,7.38
24.36,11.2,4.83,18.17,48,3.84,9.15,6.51
32.13,7.47,6.21,31.65,70.15,5.48,15.68,6.94
25.42,8.71,3.45,17.58,27.23,9.86,7.84,4.77
36.72,11.2,23.46,32.82,20.31,19.45,47.47,18.65
19.06,41.06,25.53,7.03,12,7.67,92.76,3.9
28.24,26.13,9.66,35.76,8.31,37.26,18.73,74.62
21.18,17.42,18.63,9.96,5.54,10.14,67.07,14.75
11.3,48.53,69.01,3.52,2.77,9.86,59.67,17.35
26.12,28.62,30.37,26.96,27.69,34.8,62.28,78.09
32.13,32.35,33.82,36.93,24,33.43,81.44,65.51
25.42,28.62,33.82,15.83,35.08,16.99,53.13,19.52
27.89,17.42,17.94,42.79,46.61,35.62,49.65,69.85
16.59,12.44,11.73,12.31,29.54,19.18,40.94,16.92
41.66,77.15,138.72,32.82,59.08,19.73,105.39,25.16
15.89,26.13,14.49,35.17,5.54,11.78,51.83,16.49
43.42,24.89,17.94,44.55,18.92,54.25,28.74,102.38
25.42,12.44,14.49,22.27,8.31,27.4,30.92,58.13
28.6,32.35,31.06,23.45,27.69,33.15,44.42,63.77
36.36,33.6,54.52,15.83,31.38,24.93,47.91,25.6
18.36,24.89,22.08,22.27,10.62,14.52,48.34,49.02
11.65,11.2,9.66,8.79,6,10.14,23.95,23.86
20.12,17.42,13.11,16.41,33.69,8.22,9.58,10.41
15.18,12.44,30.37,21.69,24,12.88,30.05,11.71
22.95,3.73,3.45,15.83,66.46,4.11,19.16,5.21
30.01,12.44,10.35,9.38,48.92,8.22,13.5,5.64
19.06,1.24,12.42,10.55,46.61,6.3,5.66,13.01
63.55,21.15,42.1,59.2,114.46,32.33,40.94,33.4
46.6,2.49,4.83,55.1,28.15,47.67,7.84,72.88
13.42,17.42,20.01,17.58,20.77,20.55,30.05,7.38
34.24,26.13,26.91,38.69,18.46,21.92,85.36,30.37
31.77,3.73,3.45,29.89,58.61,33.15,16.55,29.07
31.07,11.2,11.04,32.82,11.54,21.65,43.55,24.73
16.59,4.98,6.21,28.72,43.38,4.93,7.84,8.24
40.95,16.18,8.28,43.96,45.23,52.61,12.63,47.72
10.59,2.49,5.52,11.14,11.54,11.23,19.6,9.98
43.07,9.95,13.11,41.62,56.31,40.28,16.98,28.2
13.42,6.22,8.28,11.14,45.69,9.59,8.27,6.07
35.3,11.2,3.45,35.76,37.38,11.78,7.4,9.54
31.77,4.98,2.07,24.03,15.23,21.92,6.97,47.29
49.07,2.49,3.45,89.68,87.23,21.37,10.02,14.75
42.01,4.98,11.73,41.62,69.23,39.18,10.45,34.27
31.42,4.98,6.21,25.79,58.15,29.86,13.94,27.76
67.78,6.22,3.45,80.3,48.92,64.39,11.32,88.93
45.19,2.49,10.35,53.34,67.38,23.29,10.89,19.52
17.65,3.73,6.9,35.76,8.31,35.34,6.53,79.39
13.06,38.58,27.6,8.21,21.23,10.69,60.54,8.68
51.19,14.93,28.3,45.13,42,18.08,47.04,11.28
60.37,14.93,17.94,43.38,76.15,17.81,24.39,19.52
50.13,17.42,13.8,48.65,71.54,24.39,29.61,27.76
32.83,6.22,12.42,32.82,24.92,10.41,15.24,6.07
29.65,51.02,82.81,22.86,37.38,11.23,50.52,8.68
26.12,33.6,48.31,33.41,11.54,15.07,29.18,10.85
72.37,189.14,164.94,124.85,85.85,49.87,99.3,30.37
33.54,22.4,18.63,38.1,50.31,10.41,50.08,8.24
37.07,6.22,4.14,34,38.31,15.62,5.66,14.75
31.07,7.47,9.66,51.58,40.15,17.26,12.63,10.85
18,4.98,4.83,19.34,3.23,19.45,10.89,58.13
9.53,3.73,2.76,14.07,4.15,16.99,1.31,43.82
31.42,3.73,1.38,25.2,13.85,40.55,9.58,99.78
34.95,6.22,1.38,29.31,19.38,33.97,12.19,89.8
39.54,1.24,10.35,59.2,36,45.48,7.4,42.08
31.07,8.71,4.14,51.58,39.23,26.85,6.1,42.95
23.65,2.49,11.73,20.52,10.62,56.44,7.4,66.81
31.42,2.49,8.97,48.65,19.85,15.89,10.02,36.88
23.3,3.73,8.28,34,24,13.7,4.36,16.92
56.84,12.44,6.9,65.06,76.15,22.19,20.9,27.76
49.42,18.67,32.44,54.51,36,43.56,38.33,73.32
9.18,43.55,47.62,4.1,1.85,7.4,49.21,7.81
4.24,3.73,6.21,0.59,4.62,8.77,3.92,24.73
17.3,4.98,5.52,21.69,9.23,46.3,6.1,98.91
35.3,16.18,4.83,33.41,18,48.5,34.84,78.96
29.3,3.73,4.14,58.62,3.23,53.43,7.84,48.59
18.71,7.47,6.9,40.44,35.08,27.67,3.48,37.31
38.48,2.49,13.11,49.24,11.08,52.06,11.76,54.66
32.48,14.93,35.89,40.44,53.08,40.55,26.57,28.63
22.24,32.35,28.3,31.65,21.69,46.58,36.15,23.43
15.89,2.49,0.69,6.45,24,7.12,6.53,9.54
45.54,17.42,8.28,59.2,43.85,45.21,10.89,36.88
32.83,12.44,12.42,45.13,64.61,32.88,10.45,8.68
39.19,4.98,12.42,57.44,24.92,35.34,22.65,14.32
30.71,3.73,4.83,12.9,54,10.14,22.65,7.38
15.89,46.04,50.38,22.27,10.15,21.37,103.65,14.75
3.53,12.44,8.28,2.34,11.08,6.03,12.19,10.41
22.59,17.42,51.76,19.34,28.15,22.19,41.81,26.03
19.77,36.09,28.99,14.65,18.92,28.22,19.6,39.48
32.13,2.49,0,39.27,2.77,15.34,5.66,16.49
17.3,2.49,8.28,20.52,10.62,4.66,10.89,13.01
7.41,6.22,4.83,9.96,6.92,4.93,2.18,5.64
12,13.69,8.28,12.31,10.62,4.66,4.79,11.28
7.77,11.2,10.35,7.62,8.31,7.67,6.97,6.51
11.3,3.73,0,5.86,16.15,8.22,6.97,5.21
5.3,4.98,13.11,5.28,22.62,4.93,3.48,6.07
32.13,4.98,4.14,22.86,38.77,8.22,2.61,8.24
12.36,8.71,12.42,4.1,15.23,10.69,5.23,8.68
15.53,4.98,6.21,5.28,44.77,4.38,4.79,4.34
11.65,4.98,12.42,3.52,1.85,4.11,46.6,7.38
23.65,22.4,22.08,19.93,36,16.44,54.44,28.63
7.06,26.13,12.42,7.62,18.92,7.4,64.46,4.34
11.3,63.46,80.05,8.21,30.46,9.86,100.6,5.21
69.9,17.42,33.13,63.31,101.08,36.17,70.12,59.87
13.77,17.42,15.18,12.31,11.08,12.88,51.83,33.84
49.78,1.24,4.14,50.41,37.85,24.93,33.1,34.27
20.12,9.95,3.45,17,19.85,7.67,42.68,6.51
22.95,0,1.38,34,40.15,25.21,6.1,13.88
14.47,9.95,20.01,18.17,20.77,20.55,3.05,12.58
33.19,7.47,6.21,31.65,20.77,37.81,6.53,38.61
24.71,2.49,9.66,31.65,11.08,50.69,6.53,49.02
10.59,4.98,4.83,29.89,0.46,44.39,5.66,9.54
29.65,19.91,6.21,55.69,30,51.78,4.79,13.88
19.06,8.71,4.83,38.69,27.69,24.11,7.4,21.26
32.48,12.44,5.52,70.93,42.92,54.52,10.02,37.31
23.3,3.73,3.45,35.76,10.62,60.28,2.61,75.05
32.13,13.69,12.42,52.17,5.08,55.07,4.79,53.79
31.77,1.24,3.45,28.72,54.46,22.19,10.45,28.2
17.3,1.24,8.28,8.21,30.46,10.69,5.66,6.94
3.18,1.24,4.83,5.86,1.85,5.21,3.48,3.47
30.36,3.73,6.21,51.58,24.46,32.88,7.4,51.19
24.71,11.2,6.21,40.44,18.92,51.51,6.1,73.32
17.65,7.47,2.76,11.14,12,46.3,5.66,90.24
10.59,2.49,3.45,15.24,5.08,39.73,3.48,40.35
23.65,6.22,6.21,29.31,6.46,46.85,3.92,89.37
33.89,4.98,10.35,43.96,37.85,45.76,3.48,89.8
20.83,2.49,4.83,19.34,3.69,22.74,2.61,38.61
39.54,6.22,4.83,80.3,14.31,70.96,5.23,68.11
51.54,7.47,3.45,87.34,5.08,73.7,6.1,79.82
43.07,3.73,6.9,67.99,6.46,54.25,1.31,71.15
9.18,0,4.14,11.14,27.69,6.58,9.58,12.58
21.89,6.22,1.38,29.31,62.77,4.93,7.84,14.32
22.59,8.71,11.73,35.76,61.38,21.65,14.81,12.58
31.77,2.49,12.42,21.69,36.92,18.63,8.71,23.86
31.77,17.42,15.87,32.82,35.08,34.8,34.84,52.49
35.3,11.2,3.45,26.38,48.92,21.92,9.15,35.14
29.65,3.73,9.66,23.45,33.23,26.85,8.71,36.44
10.59,6.22,3.45,2.93,31.85,5.75,3.05,6.94
30.01,2.49,6.21,29.89,63.23,21.1,3.05,13.88
21.89,3.73,6.21,29.31,94.15,20.82,3.92,45.55
35.3,6.22,3.45,25.2,29.08,27.95,5.23,66.81
49.07,6.22,5.52,32.24,60.46,16.71,4.36,24.73
20.12,2.49,7.59,20.52,52.61,4.93,14.37,5.21
38.83,1.24,3.45,43.38,34.15,16.71,10.45,11.71
20.48,7.47,6.21,11.72,51.23,4.93,3.48,5.64
14.83,2.49,7.59,4.1,28.15,9.59,2.18,7.38
12,4.98,4.83,3.52,42,2.74,5.23,6.51
7.06,6.22,9.66,3.52,12,5.21,7.4,5.21
19.06,1.24,4.83,17.58,40.15,19.45,6.53,32.1
6,3.73,6.21,4.1,3.69,17.54,1.74,42.51
16.95,4.98,10.35,38.1,18.46,14.52,9.15,13.45
33.89,11.2,7.59,26.38,34.15,27.95,32.23,17.79
26.12,6.22,6.21,37.51,67.38,8.49,3.48,4.77
24.71,3.73,4.14,29.89,36.92,6.85,15.24,6.07
26.48,18.67,5.52,19.93,50.31,8.22,15.24,6.51
52.25,4.98,8.28,29.89,51.23,20.55,25.7,54.23
35.66,7.47,3.45,21.69,59.54,7.4,26.57,16.05
14.83,21.15,22.08,4.69,13.85,17.81,28.31,16.92
13.77,13.69,24.84,20.52,10.62,13.7,21.78,19.09
23.3,31.11,20.7,21.69,32.31,35.62,34.84,47.72
23.65,93.33,136.64,12.31,8.77,25.21,83.62,45.12
10.94,58.48,104.21,14.65,10.15,7.4,53.13,17.35
9.18,7.47,15.18,8.21,7.85,22.19,9.15,49.02
39.89,59.73,76.6,45.13,42.46,46.85,36.15,56.4
10.94,3.73,5.52,7.03,24,5.48,21.78,7.81
13.42,4.98,2.76,17.58,32.77,8.77,9.58,4.77
35.66,2.49,6.9,25.2,94.61,12.6,7.84,7.38
28.24,2.49,5.52,35.17,50.31,10.14,6.97,14.75
7.06,13.69,11.04,5.86,7.85,2.74,38.33,1.74
7.06,17.42,7.59,5.28,8.77,6.58,17.42,4.77
6,7.47,8.97,4.1,8.77,7.95,27,4.77
32.13,12.44,18.63,19.34,41.54,13.97,15.24,22.99
10.94,7.47,12.42,7.03,10.62,10.14,3.05,11.71
9.53,7.47,14.49,4.69,8.77,3.84,4.36,8.24
3.53,37.33,34.51,1.17,4.15,7.4,30.05,6.51
16.95,8.71,2.76,5.28,49.38,6.85,7.4,5.64
13.77,18.67,11.04,5.86,16.62,15.89,19.6,13.88
22.95,9.95,11.04,22.86,17.08,40.55,12.63,12.58
18,8.71,6.9,15.83,33.69,33.15,11.32,12.58
3.18,8.71,8.28,4.69,7.85,6.58,4.79,2.17
9.18,12.44,10.35,2.93,55.38,6.85,5.23,3.47
7.06,62.22,64.18,7.62,6.92,5.48,30.05,1.3
6,56,95.93,2.34,8.31,9.04,54.44,8.68
46.6,44.8,49,39.86,47.54,40.55,48.34,41.21
18.36,78.39,120.77,21.1,7.38,25.21,90.15,14.32
45.89,7.47,26.91,31.65,79.85,70.96,11.76,59
3.88,75.91,125.6,7.62,2.31,6.3,77.09,3.47
15.18,24.89,40.03,8.21,6.92,10.14,40.5,9.11
8.47,31.11,20.01,6.45,10.62,9.04,8.27,7.38
4.24,2.49,10.35,1.17,5.54,10.69,6.53,6.51
7.77,11.2,15.87,5.86,6.92,23.02,22.65,8.24
3.18,12.44,6.21,1.76,2.31,7.95,5.23,9.11
18.36,11.2,4.14,18.17,44.77,29.32,7.84,43.38
21.89,16.18,6.9,34,41.54,76.99,11.76,52.49
7.41,4.98,10.35,4.1,9.69,23.56,12.63,13.45
17.3,17.42,2.76,19.93,21.23,58.63,15.68,33.84
18,26.13,13.8,38.69,11.54,58.63,50.95,55.96
17.65,8.71,28.3,46.31,14.77,68.22,10.02,35.14
20.83,9.95,4.14,34.58,1.38,58.63,4.79,52.06
39.54,16.18,16.56,53.93,64.61,53.43,33.1,58.57
3.53,4.98,13.8,3.52,5.54,8.49,5.23,5.21
3.53,19.91,46.24,11.14,4.62,6.58,16.55,7.38
4.24,27.38,46.24,7.62,3.23,8.22,15.68,5.21
34.24,6.22,8.28,48.06,14.31,38.63,9.58,7.38
62.13,11.2,13.11,90.85,100.15,92.88,14.37,96.74
26.12,9.95,2.76,8.79,47.54,3.29,14.81,4.34
41.66,3.73,5.52,56.86,80.77,25.21,17.42,26.9
39.89,3.73,1.38,35.76,61.38,13.43,32.66,14.32
29.65,9.95,5.52,17,70.61,8.49,16.55,6.07
18.71,13.69,15.87,7.62,36,9.59,23.52,8.68
45.19,16.18,17.94,47.48,8.31,38.36,16.55,28.2
36.01,24.89,22.77,29.89,43.38,18.91,19.16,27.76
26.48,6.22,8.97,49.82,31.38,26.58,6.97,19.96
26.83,4.98,4.14,50.41,26.31,39.18,26.13,35.57
49.07,18.67,2.76,62.13,81.69,41.65,24.39,20.39
25.07,8.71,6.9,39.27,59.08,27.4,14.37,22.13
37.07,8.71,4.83,47.48,52.15,40.82,20.9,58.57
38.13,3.73,5.52,67.99,32.77,37.26,28.74,37.74
47.31,7.47,8.28,69.75,32.77,58.91,14.37,67.68
41.31,4.98,2.76,42.2,48.46,28.77,6.97,53.36
54.37,16.18,11.04,96.13,80.31,77.81,10.45,123.21
60.72,27.38,11.04,87.92,84.92,50.96,24.82,35.57
56.84,26.13,34.51,56.86,75.23,45.21,84.49,50.32
60.37,13.69,38.65,65.65,60,51.78,87.1,64.21
28.24,6.22,8.28,24.62,40.15,30.41,12.19,44.25
24.36,2.49,5.52,8.79,27.23,12.33,11.76,3.9
22.59,4.98,7.59,17.58,113.08,26.03,5.23,16.92
30.71,4.98,10.35,32.24,45.69,43.84,3.48,26.9
24.71,3.73,4.14,34.58,46.15,38.91,12.63,29.93
20.48,6.22,4.14,15.24,39.23,5.48,16.55,4.77
20.83,4.98,5.52,21.69,30.46,9.04,5.66,11.28
16.59,6.22,4.14,9.38,23.54,7.4,28.74,3.47
8.47,6.22,4.14,24.03,2.77,42.19,4.36,6.07
37.07,6.22,3.45,29.31,35.54,16.71,7.4,7.38
25.07,11.2,12.42,31.65,40.61,14.52,29.61,18.22
24.36,0,2.76,24.03,49.85,8.77,5.23,12.58
38.13,2.49,2.07,48.06,70.61,11.51,9.15,5.21
18,1.24,0.69,8.79,24,5.48,5.66,6.51
31.07,1.24,8.28,39.86,71.08,8.22,35.71,10.41
14.83,7.47,8.28,11.14,9.23,5.48,46.16,2.6
32.48,2.49,6.9,34.58,20.31,16.17,9.15,10.41
14.83,9.95,2.76,19.34,3.69,4.38,51.39,3.04
40.6,17.42,8.28,45.13,48.92,37.81,15.24,64.21
47.66,3.73,4.14,53.34,12.92,58.91,18.73,91.1
18.71,14.93,4.83,12.9,7.38,12.33,55.75,12.15
15.53,3.73,7.59,21.1,8.77,8.49,58.79,8.24
40.6,6.22,17.25,22.27,40.15,22.19,25.7,29.5
59.31,16.18,16.56,28.14,19.38,17.54,57.05,22.99
71.67,51.02,55.21,99.06,45.69,67.4,74.04,52.06
38.83,51.02,75.22,50.41,31.85,46.03,55.75,8.24
30.71,16.18,14.49,22.27,59.08,11.51,18.73,14.32
30.01,14.93,15.87,38.1,18.92,22.74,25.7,25.6
14.83,8.71,3.45,19.34,14.31,16.99,16.11,40.35
32.83,6.22,11.04,45.13,82.15,29.04,5.66,7.38
28.24,16.18,28.3,29.31,63.69,16.44,62.71,6.07
14.47,7.47,0.69,11.72,10.15,12.33,11.76,12.15
27.89,58.48,88.34,41.03,15.23,23.29,64.02,16.92
13.77,39.82,44.17,6.45,6.92,7.95,57.05,11.71
10.59,34.84,37.27,7.03,5.54,8.22,55.75,7.81
11.3,24.89,35.89,0.59,2.31,10.96,47.47,10.85
9.53,54.75,93.17,1.17,7.85,7.4,41.37,4.34
15.18,72.17,92.48,20.52,18,9.59,65.76,13.88
21.18,1.24,2.76,42.79,34.15,7.4,21.34,6.51
40.25,6.22,4.83,38.69,37.85,25.48,6.53,8.24
12.71,9.95,12.42,11.72,21.23,16.71,3.92,7.81
15.53,7.47,15.18,17.58,21.69,13.43,23.08,24.29
24.36,14.93,6.21,31.65,43.38,24.11,11.76,16.05
12,4.98,6.21,8.79,22.15,10.14,15.24,9.98
30.36,22.4,21.39,37.51,64.15,32.88,33.1,6.94
22.24,7.47,6.21,30.48,21.23,35.07,5.66,8.24
4.59,8.71,6.9,2.93,9.69,9.59,2.61,6.51
15.53,12.44,12.42,7.03,26.77,14.8,6.1,10.85
1.77,4.98,11.04,5.86,2.77,6.3,3.48,6.51
10.59,13.69,4.83,4.1,23.54,10.41,13.94,8.68
25.42,12.44,13.8,15.83,55.38,20,10.89,14.32
34.6,4.98,10.35,14.65,36.92,14.25,14.37,14.75
13.42,3.73,11.04,4.1,33.23,8.49,10.02,3.47
36.01,12.44,11.73,38.69,61.38,27.95,48.78,25.16
10.59,8.71,2.76,16.41,32.77,13.7,14.81,7.81
11.65,13.69,11.73,21.69,32.77,22.47,13.07,9.54
20.48,8.71,4.14,22.86,77.54,13.7,16.98,6.07
15.18,6.22,9.66,11.14,24.46,48.77,12.19,52.06
21.89,32.35,17.94,31.65,29.54,30.96,18.29,5.64
76.61,9.95,11.73,86.75,66.46,88.5,37.89,99.78
51.9,18.67,17.94,48.06,59.54,42.47,13.94,39.04
21.54,3.73,7.59,15.83,39.23,16.99,18.73,11.28
56.84,4.98,18.63,51,59.08,49.32,45.29,49.02
19.42,64.71,80.05,10.55,5.08,9.32,64.46,9.11
21.54,44.8,29.68,15.83,35.54,29.04,44.86,26.9
37.42,19.91,23.46,52.17,15.69,57.81,13.07,49.02
20.48,18.67,12.42,8.79,11.54,18.63,15.68,20.82
21.18,13.69,9.66,11.14,11.54,21.65,9.58,40.35
22.59,31.11,24.15,26.38,24.92,18.08,31.36,16.92
7.06,3.73,8.28,9.38,6,6.85,13.07,7.38
24.36,23.64,28.3,32.24,41.08,13.97,50.08,7.81
42.01,6.22,3.45,44.55,55.38,24.11,10.02,25.16
35.66,2.49,11.73,31.65,34.15,24.66,17.42,14.32
10.59,3.73,2.07,4.69,13.85,3.84,22.21,12.15
32.13,3.73,6.9,22.27,23.08,21.1,52.26,32.97
40.95,7.47,4.83,40.44,29.54,37.81,16.98,55.96
32.83,4.98,6.9,44.55,14.31,39.73,13.5,51.63
23.65,6.22,4.83,20.52,10.62,47.13,4.36,47.72
15.18,14.93,4.14,19.93,17.08,17.81,8.27,52.49
18.71,24.89,20.7,23.45,31.85,11.51,34.84,17.79
48.01,12.44,10.35,24.62,18.92,18.08,41.37,25.6
47.66,11.2,12.42,49.24,50.31,34.52,20.47,38.18
37.42,21.15,26.91,73.86,55.85,55.35,21.34,19.09
53.66,82.13,116.63,67.99,86.31,48.77,103.65,24.73
34.95,21.15,22.77,34.58,59.54,28.22,57.49,18.65
96.38,41.06,42.1,94.96,100.61,68.77,55.75,72.45
19.77,146.83,206.35,18.76,14.77,9.86,124.99,9.54
7.06,51.02,94.55,3.52,6,6.03,82.31,6.07
40.25,21.15,14.49,30.48,38.31,30.96,31.36,64.21
25.42,14.93,26.91,27.55,70.15,9.86,37.89,13.88
9.18,41.06,64.87,9.38,12,12.88,60.1,1.3
33.54,90.84,103.52,57.44,61.38,33.15,84.49,13.45
63.19,26.13,53.14,53.34,125.54,46.85,60.97,26.03
20.48,12.44,20.7,14.07,48.46,7.12,23.95,3.47
20.12,19.91,13.8,14.65,29.08,13.7,26.57,9.11
16.24,31.11,36.58,19.93,23.08,10.69,42.24,7.38
31.07,18.67,26.91,41.03,69.69,26.03,36.15,22.13
45.89,59.73,39.34,35.76,87.23,26.3,77.09,8.24
18,24.89,30.37,21.69,12.46,9.86,60.97,6.51
11.65,41.06,28.99,4.69,14.31,5.21,59.67,6.94
39.54,24.89,40.03,41.03,90.46,22.74,46.16,7.81
10.59,17.42,19.32,7.62,25.38,6.58,25.7,3.04
14.47,29.86,46.93,9.38,24.92,5.48,46.16,9.98
14.12,48.53,59.35,9.96,12,8.77,73.17,8.68
7.41,6.22,7.59,14.07,40.61,3.56,12.63,3.47
26.48,6.22,19.32,28.14,40.61,10.14,12.19,8.24
25.77,12.44,10.35,29.89,43.38,17.81,30.05,13.01
18.71,11.2,8.97,22.86,15.23,9.86,12.19,9.98
36.01,3.73,2.07,51.58,55.38,15.07,9.15,18.22
24.71,3.73,4.83,15.83,72.46,7.95,18.73,6.51
40.95,4.98,5.52,29.31,41.08,15.89,21.78,32.1
38.13,16.18,29.68,27.55,94.15,19.73,53.57,11.71
35.3,18.67,14.49,25.79,55.85,22.74,20.03,8.68
32.13,8.71,9.66,31.07,15.69,28.77,13.07,51.19
15.89,3.73,8.28,14.07,15.69,14.8,10.89,17.79
6.35,6.22,17.25,5.86,6.46,5.21,9.58,3.9
