CMP,EryA,GMP,MEP,MPP
43.78,16.18,41.62,24.82,60
23.65,6.22,26.38,11.32,21.23
30.36,13.69,39.86,6.97,13.38
22.59,11.2,44.55,3.48,9.23
49.07,8.71,63.31,5.66,18.46
15.18,6.22,17.58,4.79,29.54
10.59,7.47,9.38,10.02,16.62
4.94,1.24,4.1,2.18,2.77
8.83,6.22,20.52,5.23,25.38
24.01,2.49,19.93,7.4,30.92
11.65,16.18,17,17.86,28.15
36.36,24.89,31.65,27.87,53.08
13.06,14.93,5.86,10.89,12
15.53,4.98,22.27,13.07,18
28.95,2.49,18.17,15.24,68.77
57.19,4.98,86.75,16.55,90
15.53,3.73,15.24,16.98,47.08
63.55,6.22,70.34,19.16,65.54
8.12,4.98,2.93,47.47,3.23
20.12,22.4,17.58,3.92,2.77
45.89,23.64,74.44,10.02,23.54
10.59,104.53,4.69,41.81,5.54
8.12,98.3,9.96,35.28,5.54
34.6,79.64,5.28,77.96,36
18.71,77.15,8.79,50.08,28.15
14.12,33.6,9.96,25.7,12.92
10.94,18.67,20.52,19.6,2.77
74.84,9.95,70.93,14.81,96.92
15.89,7.47,17.58,8.27,15.23
57.19,7.47,52.17,18.73,56.77
6.35,4.98,10.55,4.36,7.38
67.08,17.42,71.51,25.7,82.15
9.18,7.47,10.55,6.1,1.85
24.71,9.95,31.07,7.4,5.08
19.42,12.44,19.34,13.07,14.77
16.59,6.22,24.03,3.05,21.23
22.59,3.73,12.9,10.89,24.46
45.19,14.93,43.38,42.68,62.31
47.66,6.22,94.96,5.23,2.77
31.07,7.47,63.31,14.81,6.92
51.54,9.95,75.61,5.66,33.23
29.3,6.22,39.27,13.94,49.85
12.36,7.47,7.62,9.15,6.92
21.89,24.89,14.07,34.41,21.69
67.78,23.64,92.03,43.55,77.08
27.89,8.71,50.41,23.08,28.15
36.01,13.69,41.03,20.03,41.54
31.77,9.95,52.75,3.92,31.85
67.43,7.47,79.72,22.65,76.61
54.01,8.71,46.31,13.94,36.92
10.59,12.44,14.65,28.31,12
28.95,6.22,20.52,39.2,49.85
43.42,11.2,42.2,20.9,67.85
14.83,24.89,13.48,91.46,6.46
7.06,14.93,5.86,77.52,5.08
55.07,3.73,80.3,7.84,4.62
55.07,8.71,89.68,31.36,9.69
45.89,21.15,72.68,25.7,10.62
20.48,36.09,21.1,71.42,16.62
40.25,14.93,18.76,26.57,54.46
7.41,4.98,9.38,5.66,30.92
37.77,14.93,39.27,35.71,33.69
19.42,6.22,9.96,11.76,14.31
47.31,23.64,45.13,60.1,43.85
32.83,31.11,15.24,40.94,44.31
90.02,18.67,70.93,22.65,103.84
20.83,19.91,15.24,12.63,66.46
64.96,1.24,77.96,11.76,46.15
61.78,12.44,53.93,22.21,22.62
69.55,56,120.75,96.25,111.23
24.36,9.95,10.55,13.5,45.69
32.13,7.47,24.03,24.82,31.38
61.78,8.71,82.06,9.15,52.15
39.19,9.95,42.2,22.65,31.38
15.89,2.49,4.69,9.58,9.69
20.83,0,21.1,3.48,42
34.6,2.49,32.82,10.02,24.46
39.19,16.18,60.37,11.32,34.61
26.48,8.71,33.41,12.19,14.77
44.13,6.22,48.65,15.68,18.92
46.25,2.49,18.17,13.94,53.08
25.07,4.98,17.58,8.71,4.15
19.42,2.49,21.69,12.63,11.08
63.19,2.49,55.1,40.07,51.23
4.94,2.49,2.34,3.92,7.38
26.48,7.47,39.86,8.71,21.69
20.48,4.98,8.21,23.95,42
25.07,23.64,7.03,108.01,35.54
71.67,43.55,48.65,100.6,126.92
53.31,7.47,60.37,33.53,82.15
26.83,4.98,11.72,11.32,37.85
36.72,6.22,35.76,14.81,60
44.13,1.24,51,14.37,51.23
41.66,1.24,59.79,13.94,101.08
36.01,6.22,26.38,22.65,53.08
18.36,2.49,22.27,4.36,16.62
28.6,0,31.07,4.36,4.15
39.54,4.98,42.2,10.45,62.77
37.77,6.22,25.2,17.86,19.85
16.24,0,9.96,10.02,15.69
22.24,7.47,32.82,6.1,40.15
23.3,0,26.38,4.36,33.69
55.43,3.73,57.44,16.11,68.31
37.42,13.69,24.03,28.31,61.85
35.66,8.71,36.93,17.86,51.23
29.3,42.31,20.52,78.83,34.61
47.66,3.73,46.31,6.97,50.77
28.6,2.49,26.38,4.36,12.92
58.96,6.22,77.37,2.18,58.15
11.65,14.93,5.28,10.02,12.46
60.37,16.18,57.44,46.6,129.23
9.88,32.35,4.69,13.07,31.85
9.53,17.42,15.83,10.02,7.85
17.65,7.47,18.76,12.19,52.61
17.65,51.02,14.65,33.53,9.23
4.94,12.44,4.1,35.28,6
12.36,47.29,12.31,84.05,12.92
11.3,8.71,17,14.37,8.31
5.3,60.97,6.45,54,6
5.3,31.11,4.69,48.34,5.08
7.06,121.95,6.45,70.99,6.46
7.06,6.22,7.03,10.89,5.54
16.59,22.4,14.65,11.76,32.31
35.3,32.35,35.17,44.42,48.46
28.95,7.47,56.27,16.98,48.92
39.19,11.2,36.93,13.5,44.77
54.72,13.69,54.51,40.5,68.31
31.42,18.67,46.89,5.66,67.38
16.95,3.73,11.14,12.63,31.38
24.01,6.22,15.24,41.37,15.23
43.07,7.47,57.44,8.27,49.85
12.71,3.73,6.45,10.89,39.69
8.47,9.95,10.55,43.12,25.85
4.94,19.91,1.17,66.2,0.92
10.94,9.95,11.72,47.04,9.23
11.65,27.38,6.45,37.89,23.08
33.89,12.44,32.82,30.49,38.77
5.3,46.04,8.21,77.96,6
9.53,24.89,10.55,78.83,7.85
13.06,46.04,8.21,79.26,21.69
15.53,6.22,5.28,18.29,18
14.47,28.62,9.96,64.89,17.54
21.54,72.17,15.24,58.79,28.62
13.06,16.18,12.31,45.73,12
9.88,75.91,7.62,38.33,5.54
6,42.31,4.69,35.28,13.85
22.24,22.4,26.38,20.47,31.38
13.77,9.95,15.83,19.6,8.31
13.42,8.71,22.27,17.86,11.08
12.71,26.13,19.93,52.7,12.92
2.82,11.2,5.86,37.45,5.08
28.95,11.2,38.69,16.11,20.77
28.24,29.86,28.72,39.63,28.15
45.19,7.47,81.48,24.82,37.85
28.95,6.22,47.48,25.7,17.54
42.36,4.98,66.24,13.94,8.77
40.95,3.73,20.52,23.52,41.08
30.01,12.44,55.69,19.6,27.69
15.89,2.49,12.31,12.63,27.69
36.01,1.24,41.62,26.57,34.15
27.89,4.98,14.65,32.23,25.38
20.48,7.47,31.07,57.49,33.23
43.78,3.73,22.86,24.82,43.38
27.18,2.49,43.96,2.18,28.15
35.3,6.22,43.96,10.89,11.54
59.31,2.49,76.79,30.49,66
24.71,6.22,30.48,3.48,57.69
37.07,2.49,34,7.84,1.85
37.07,12.44,70.34,9.15,36
6.35,33.6,8.79,41.37,3.23
26.12,8.71,21.69,34.84,27.23
15.53,1.24,25.2,6.97,12.92
22.95,3.73,31.65,10.02,19.38
18.71,14.93,12.9,17.86,23.08
34.6,9.95,53.93,9.15,8.31
30.36,9.95,16.41,12.19,26.31
17.65,7.47,21.1,10.89,15.23
18.71,24.89,9.38,72.73,6.92
36.72,3.73,43.96,10.89,26.31
6.35,60.97,5.86,79.26,2.77
6.35,33.6,4.1,44.86,4.15
11.3,46.04,11.72,97.12,24
9.88,14.93,5.28,9.58,9.23
11.3,9.95,19.93,8.27,7.38
8.47,13.69,10.55,6.53,5.54
6,6.22,4.1,10.89,9.69
20.48,7.47,24.62,8.71,11.54
22.24,8.71,15.24,8.27,4.62
2.82,59.73,4.1,49.65,6
3.53,43.55,6.45,48.34,5.08
32.83,27.38,29.89,52.7,55.85
32.13,17.42,15.83,20.9,73.38
17.65,12.44,11.72,21.34,38.31
10.59,11.2,12.9,11.32,11.54
9.18,3.73,7.62,25.26,14.77
17.65,18.67,19.93,71.42,14.77
13.42,37.33,8.21,45.29,12
28.6,39.82,23.45,59.23,24.92
13.42,51.02,7.03,41.81,13.38
21.89,8.71,41.62,4.79,112.61
21.54,11.2,19.34,8.27,45.69
37.77,9.95,44.55,3.92,63.23
6.35,2.49,12.31,3.05,14.31
28.6,16.18,39.86,19.6,22.62
100.61,16.18,118.4,34.84,104.31
60.72,3.73,68.58,33.97,106.61
27.54,38.58,20.52,54.44,24.46
39.54,32.35,31.07,27,64.61
25.77,17.42,12.9,42.24,42
35.3,9.95,56.86,18.29,67.38
17.3,2.49,9.38,12.63,17.08
11.3,24.89,2.34,61.41,6.92
15.18,9.95,28.14,23.95,21.23
8.47,56,5.86,49.21,18.46
25.42,6.22,35.76,25.7,42.46
14.83,12.44,15.24,21.34,44.31
3.18,6.22,4.1,6.97,8.31
13.77,9.95,11.72,16.55,18.46
45.54,11.2,48.65,11.76,89.54
32.13,6.22,18.76,14.37,32.77
16.95,18.67,29.89,13.07,49.38
20.48,12.44,36.93,46.16,5.08
28.95,6.22,38.1,19.16,49.38
3.18,3.73,1.76,9.58,12.92
17.65,7.47,5.28,34.41,28.15
22.24,8.71,24.03,33.97,34.61
20.48,13.69,14.07,10.45,48.92
6,8.71,2.93,15.24,11.54
16.24,17.42,9.96,10.89,40.61
10.24,6.22,2.93,10.89,25.38
5.65,9.95,5.86,7.84,17.08
12.71,17.42,15.24,37.45,12.46
13.42,49.77,5.86,80.13,8.31
31.42,14.93,19.34,13.5,62.77
38.48,7.47,34,33.97,40.15
15.53,17.42,7.03,48.34,10.15
16.59,11.2,12.31,24.82,14.77
42.72,23.64,35.17,46.6,30
20.83,23.64,17,55.31,6.92
20.83,65.95,19.34,101.04,12.92
20.83,13.69,18.76,43.12,12
19.06,37.33,11.14,89.72,12
40.6,19.91,66.82,39.2,14.31
15.89,13.69,18.76,15.24,12
27.18,9.95,15.83,23.95,37.85
30.01,12.44,29.89,7.84,66.46
7.77,18.67,3.52,8.71,9.23
22.95,13.69,12.31,14.37,34.15
5.3,6.22,13.48,6.97,5.08
9.18,8.71,5.86,8.71,6
14.12,7.47,19.93,4.36,18.92
48.01,17.42,75.03,38.76,57.69
24.71,11.2,41.62,12.19,12.46
30.01,13.69,62.72,13.07,14.77
35.3,19.91,25.79,52.7,38.31
16.59,6.22,18.17,22.65,31.38
42.01,12.44,71.51,10.45,45.23
59.31,18.67,87.92,15.68,73.38
34.6,2.49,28.14,3.05,12
17.3,18.67,21.1,54,15.23
15.89,7.47,18.17,14.37,36.46
21.54,6.22,2.93,70.12,17.54
25.77,31.11,7.03,69.25,14.77
14.47,14.93,8.79,9.15,33.69
46.95,0,75.61,11.76,55.38
31.07,17.42,29.31,3.92,15.23
53.66,0,53.93,8.71,83.08
22.24,9.95,14.07,15.68,25.38
48.72,27.38,79.72,13.94,76.61
27.54,21.15,25.79,11.32,83.08
4.59,6.22,1.76,3.48,2.77
13.42,9.95,2.93,8.71,17.08
22.95,14.93,38.1,7.4,22.15
42.36,8.71,67.41,15.24,42.46
28.95,16.18,22.86,8.71,35.08
59.66,21.15,75.61,64.89,102.92
21.18,9.95,17,9.58,54.92
16.24,13.69,21.1,10.89,69.69
7.77,11.2,5.86,4.36,26.77
3.18,3.73,6.45,3.92,5.54
19.06,6.22,14.65,19.6,59.08
22.24,7.47,18.76,4.79,34.61
20.83,3.73,14.65,4.79,38.31
33.19,4.98,27.55,7.4,72.46
39.54,4.98,55.69,7.4,49.85
8.47,2.49,1.76,3.92,21.69
5.3,6.22,15.24,3.48,15.23
2.12,7.47,15.24,9.15,10.62
10.59,8.71,0.59,3.48,46.61
27.54,13.69,31.65,9.15,89.54
16.95,7.47,11.72,43.99,78.92
4.59,9.95,1.17,5.66,6
45.54,13.69,53.34,13.5,73.38
25.42,2.49,22.27,14.81,49.85
10.94,3.73,14.07,8.71,24.92
13.42,11.2,24.62,13.07,53.54
32.48,58.48,28.14,56.18,57.69
26.48,63.46,20.52,34.84,50.77
28.24,6.22,21.1,32.66,61.85
16.59,18.67,19.93,9.15,38.31
4.24,47.29,8.21,62.71,5.08
17.3,14.93,7.03,6.53,24.92
37.42,7.47,72.1,11.76,22.62
29.65,4.98,30.48,13.5,47.54
27.89,8.71,29.31,10.02,89.54
24.01,8.71,34.58,66.63,47.54
26.12,3.73,43.96,12.19,4.15
40.6,1.24,46.89,7.4,51.23
23.3,11.2,29.89,9.58,16.62
35.3,6.22,52.75,12.19,9.69
10.94,11.2,24.62,7.84,6
40.95,11.2,72.1,19.6,56.31
23.65,16.18,22.27,39.63,29.08
16.95,24.89,11.72,47.47,20.31
20.48,37.33,36.93,58.36,19.38
34.24,17.42,22.86,20.9,33.23
12.71,18.67,2.93,28.74,11.54
14.12,18.67,8.21,11.76,18.46
7.77,16.18,5.86,11.76,22.15
9.18,9.95,3.52,8.71,16.62
8.12,4.98,5.28,13.94,11.54
59.31,4.98,62.72,12.19,47.08
32.83,7.47,26.38,10.89,52.61
26.83,19.91,16.41,44.86,36.46
27.54,6.22,15.24,28.74,31.38
27.89,8.71,12.31,10.89,52.61
73.78,13.69,90.85,64.02,92.77
30.36,3.73,22.27,46.16,27.23
22.95,26.13,4.1,55.75,30.46
27.18,6.22,35.76,5.23,25.38
58.6,12.44,52.17,30.05,84.46
58.96,7.47,56.27,13.07,36.92
31.77,14.93,47.48,9.15,22.15
30.71,6.22,17.58,16.55,32.31
32.83,2.49,24.03,3.05,22.15
26.83,1.24,53.34,3.48,8.31
33.54,3.73,24.03,18.73,40.61
21.18,4.98,17.58,8.27,45.23
12.71,17.42,7.03,6.1,32.77
15.89,12.44,12.31,33.53,74.77
56.13,26.13,54.51,48.34,57.69
14.12,9.95,2.34,4.36,24.46
36.36,8.71,46.89,3.48,43.38
6,3.73,6.45,1.31,6.46
24.36,1.24,34.58,3.92,13.38
15.89,17.42,24.03,8.27,13.38
15.53,9.95,18.17,7.84,10.62
48.37,13.69,76.2,6.53,40.15
26.48,3.73,32.82,7.4,72.92
20.83,13.69,34.58,9.58,12.92
21.54,1.24,24.03,6.53,45.69
6.71,16.18,2.93,4.79,12.46
18,12.44,27.55,6.1,51.69
24.36,8.71,39.27,7.84,31.38
24.01,11.2,30.48,6.97,35.54
18.71,8.71,46.31,4.36,18.46
13.77,6.22,18.17,1.31,46.61
10.59,3.73,3.52,3.48,51.23
9.88,3.73,7.62,3.48,54.92
51.54,9.95,46.89,6.97,133.84
34.24,6.22,42.79,3.05,26.31
29.3,4.98,34.58,6.97,59.08
30.36,0,27.55,3.05,75.69
14.47,3.73,26.96,10.02,33.23
24.01,4.98,19.93,10.89,57.23
10.94,1.24,9.38,6.1,29.54
17.65,11.2,21.69,4.36,46.61
13.06,6.22,11.72,7.4,40.61
37.07,1.24,41.62,10.45,68.31
14.47,8.71,14.65,2.18,30.46
54.72,12.44,52.17,3.48,70.61
34.6,4.98,42.79,9.15,54.46
18,6.22,22.86,5.23,10.15
33.89,8.71,33.41,14.37,27.69
49.07,6.22,57.44,9.15,87.23
24.71,6.22,24.62,7.4,15.23
12,16.18,26.38,6.97,23.08
17.3,2.49,11.72,7.4,28.62
22.24,2.49,24.03,11.32,51.69
17.65,38.58,5.28,21.78,12
25.07,74.66,19.34,97.55,33.23
6.71,44.8,11.14,77.52,6
10.94,26.13,1.76,49.65,6.46
18,4.98,37.51,14.37,18
9.53,8.71,11.14,12.19,8.77
16.59,4.98,15.24,3.05,46.61
44.48,8.71,56.86,7.84,87.69
28.95,13.69,43.38,5.23,11.54
27.18,8.71,25.79,28.74,30.92
24.36,11.2,14.65,8.71,39.23
3.88,6.22,3.52,7.4,5.54
23.3,8.71,22.86,13.07,54.92
20.48,18.67,17,11.32,50.77
18.71,12.44,15.83,13.07,19.85
6,21.15,8.21,4.36,15.23
10.94,12.44,16.41,18.29,7.38
8.47,9.95,5.86,6.53,12
7.41,16.18,8.21,58.36,12.92
35.3,9.95,31.07,9.58,16.62
46.6,4.98,51,11.32,51.69
43.42,11.2,66.82,6.53,35.08
58.25,3.73,90.27,6.1,54
40.25,7.47,39.86,6.1,30
23.65,4.98,46.31,13.5,36.92
19.77,8.71,11.72,14.37,24
25.07,12.44,21.1,23.08,26.77
54.37,16.18,64.48,39.63,67.85
18.36,9.95,63.31,14.81,8.31
21.89,2.49,25.79,15.24,28.62
38.83,13.69,42.2,20.9,35.08
15.89,8.71,7.03,10.89,18
33.54,3.73,42.79,9.58,87.23
28.24,3.73,26.96,7.4,34.61
28.6,4.98,29.31,15.24,48.46
27.89,12.44,27.55,11.32,54.92
23.65,9.95,19.93,5.23,50.77
28.95,4.98,35.17,4.36,40.15
19.42,11.2,18.17,15.68,52.61
22.59,3.73,26.96,3.92,29.08
53.66,3.73,66.82,10.89,84.46
14.12,9.95,12.9,6.97,49.85
14.12,19.91,22.27,5.23,54.46
31.07,9.95,51.58,6.97,52.61
8.83,13.69,13.48,3.92,53.08
15.53,1.24,2.34,4.79,17.08
9.18,4.98,9.38,7.4,46.61
16.59,6.22,7.03,8.71,121.38
13.77,3.73,11.72,8.71,59.54
19.06,8.71,8.79,8.27,73.85
24.71,7.47,24.62,4.79,72.46
11.3,6.22,13.48,7.84,26.77
30.01,2.49,52.17,5.23,44.31
28.6,7.47,18.76,13.94,59.54
36.72,2.49,23.45,20.03,56.31
26.12,4.98,25.2,13.5,78.92
22.59,21.15,19.34,23.52,27.69
12.71,11.2,1.17,10.45,18
26.12,7.47,26.96,6.53,37.38
2.47,3.73,1.17,0.87,8.77
6.71,12.44,2.34,4.36,36
35.66,3.73,18.76,3.48,66
7.06,13.69,9.38,6.53,25.38
9.53,1.24,15.24,8.27,35.08
18,3.73,24.62,16.55,30.92
13.06,1.24,8.21,5.66,66.92
19.77,4.98,28.14,5.66,59.08
31.07,1.24,36.93,29.61,33.69
27.89,22.4,14.65,39.2,42
5.65,7.47,3.52,11.76,16.15
6,0,1.76,6.1,19.85
37.07,11.2,32.82,16.98,29.08
27.89,4.98,47.48,10.45,12.92
9.18,8.71,12.9,58.79,8.77
6.35,17.42,5.86,46.16,1.85
20.12,11.2,16.41,17.86,52.61
40.25,3.73,31.07,13.5,81.69
19.42,4.98,5.28,11.76,13.85
32.48,6.22,18.17,20.47,22.15
13.77,1.24,21.1,5.23,24.46
12.36,27.38,9.38,27.44,24
13.06,68.44,0.59,76.65,9.69
38.13,8.71,58.03,23.08,48.46
21.54,4.98,25.2,13.5,37.38
42.01,12.44,65.06,8.71,79.38
37.77,9.95,42.2,6.1,54
28.24,4.98,41.03,6.53,28.62
23.65,12.44,8.21,7.84,57.69
16.24,9.95,15.83,3.92,14.31
5.65,6.22,4.1,7.4,21.69
25.42,2.49,31.07,10.45,50.77
50.84,14.93,49.24,13.94,109.84
18.36,4.98,18.17,7.4,22.62
48.72,14.93,43.38,16.55,36.46
24.36,6.22,29.31,5.66,24.46
12.71,9.95,14.65,16.98,15.23
7.41,7.47,9.38,9.15,11.54
4.59,7.47,1.17,2.61,3.69
12,1.24,10.55,5.66,17.54
23.3,4.98,15.24,2.18,50.31
50.84,16.18,75.03,14.81,76.15
33.89,4.98,44.55,14.81,44.77
52.6,16.18,72.1,13.94,90.46
26.12,18.67,26.96,6.53,26.31
41.66,7.47,51,10.02,67.85
38.13,8.71,43.96,8.27,22.15
14.12,8.71,19.34,6.1,25.38
28.6,21.15,41.62,2.61,42.46
23.3,4.98,21.1,10.89,22.62
27.18,2.49,33.41,3.48,47.08
19.06,13.69,12.9,3.05,22.62
9.53,11.2,10.55,8.27,12.92
28.24,7.47,45.13,8.71,46.61
30.71,11.2,44.55,21.78,26.77
27.89,1.24,37.51,10.02,26.77
33.89,8.71,66.24,10.89,49.85
26.83,7.47,39.86,5.23,22.62
8.47,9.95,1.17,7.4,16.62
8.12,6.22,8.79,3.48,14.77
10.94,6.22,4.69,3.92,12.46
27.18,3.73,34,2.61,41.54
4.59,8.71,7.03,0.44,3.69
1.41,1.24,4.1,3.92,2.31
20.12,3.73,14.07,9.15,39.69
23.3,6.22,19.34,11.32,22.15
8.47,6.22,2.93,3.05,10.62
34.95,2.49,36.93,10.45,66
12.36,14.93,15.83,8.71,17.08
13.42,3.73,14.65,8.71,26.31
13.77,7.47,11.72,7.4,14.77
28.6,8.71,58.62,6.97,17.08
34.24,0,33.41,13.94,33.69
38.48,2.49,46.31,4.79,84.46
24.36,3.73,17.58,13.07,61.85
12.36,6.22,4.69,5.66,15.69
19.06,7.47,15.83,6.97,25.38
3.88,1.24,1.76,5.23,4.15
15.53,2.49,9.96,8.71,3.69
27.18,1.24,22.86,11.32,46.61
6,0,2.34,3.05,15.69
24.36,8.71,12.9,15.68,18.92
6,4.98,11.14,6.97,18.92
14.47,2.49,18.17,10.02,39.69
39.19,9.95,39.86,22.65,39.69
21.89,6.22,14.65,12.63,67.38
20.48,8.71,18.17,10.02,50.31
60.72,8.71,61.55,24.82,107.08
41.31,6.22,34,6.53,69.23
28.24,3.73,22.27,5.66,57.69
11.65,14.93,6.45,62.71,3.23
31.42,4.98,27.55,9.15,20.77
22.24,8.71,34,16.55,7.85
32.13,9.95,32.24,12.19,22.62
52.96,12.44,61.55,19.16,35.08
26.83,4.98,26.38,9.58,6.46
16.95,9.95,21.69,26.13,37.85
14.12,12.44,19.34,47.91,1.38
25.07,14.93,59.79,21.34,8.31
4.59,16.18,5.28,47.04,4.62
19.06,3.73,51,13.5,9.23
48.37,34.84,32.24,83.18,37.38
33.89,16.18,34,79.26,29.54
17.65,11.2,16.41,40.94,13.38
9.53,7.47,7.62,54.44,9.69
24.01,7.47,26.38,23.95,32.31
31.77,14.93,42.2,29.18,84.46
42.72,1.24,65.06,13.07,25.85
16.95,9.95,8.79,15.68,20.77
44.84,33.6,63.31,47.91,72
30.36,6.22,20.52,12.63,33.69
17.3,68.44,11.72,48.78,14.77
45.54,21.15,35.17,10.45,44.77
16.24,18.67,19.34,12.63,25.38
24.71,2.49,19.34,9.15,53.54
56.49,16.18,46.31,25.7,81.69
56.84,33.6,52.75,74.91,129.69
62.84,56,49.24,93.64,49.85
44.48,22.4,47.48,17.86,46.15
15.89,63.46,19.93,63.15,6.92
33.89,13.69,20.52,40.07,19.38
25.77,6.22,49.82,10.02,72.92
16.24,16.18,38.1,27,36
32.13,9.95,21.1,10.89,61.85
40.25,18.67,24.03,39.63,46.61
22.24,14.93,41.62,27.87,19.38
40.6,11.2,21.69,31.79,57.23
17.3,32.35,28.72,60.54,18
49.42,6.22,41.62,11.32,30.46
66.02,11.2,73.86,8.71,56.77
23.3,12.44,17,7.4,15.23
24.71,13.69,8.21,42.68,48.92
18.36,12.44,20.52,15.68,13.38
14.12,8.71,18.17,4.79,7.38
17.3,6.22,18.17,5.66,5.08
43.07,11.2,45.13,17.86,8.77
20.12,8.71,6.45,9.58,36.92
28.95,6.22,26.96,7.4,72.92
34.95,2.49,25.79,13.5,82.15
42.36,9.95,42.79,6.53,43.38
71.31,2.49,58.62,16.11,69.69
33.54,12.44,21.69,29.61,44.31
34.24,2.49,17,17.86,29.08
35.3,2.49,34.58,4.36,12.46
36.36,2.49,24.03,4.79,4.15
44.13,6.22,19.93,4.36,6.46
66.37,9.95,65.06,7.84,60
12.71,12.44,9.38,14.37,20.77
46.6,9.95,38.69,19.6,86.31
36.72,9.95,28.72,30.92,54.46
5.3,6.22,12.31,15.24,4.15
12,8.71,10.55,3.92,2.31
33.19,9.95,45.72,12.19,12
39.89,8.71,46.89,23.08,57.23
30.36,6.22,42.2,6.97,65.08
57.54,19.91,79.72,15.68,74.77
23.3,9.95,19.93,40.5,19.85
32.48,6.22,52.17,25.26,37.85
28.24,2.49,26.96,16.11,31.85
26.12,21.15,23.45,29.18,37.38
22.24,21.15,19.93,40.94,15.23
68.84,17.42,90.27,18.29,77.08
34.95,3.73,35.17,11.76,17.54
47.31,8.71,46.31,19.16,14.77
51.19,9.95,64.48,17.42,36
19.42,3.73,10.55,10.45,18.46
41.31,9.95,28.72,8.71,25.38
26.12,9.95,24.62,12.19,28.15
47.31,6.22,39.86,10.02,30.92
26.12,6.22,13.48,30.05,20.31
33.54,13.69,66.24,7.84,7.38
48.01,3.73,66.24,8.27,35.54
46.6,8.71,75.03,16.55,27.69
51.19,6.22,49.24,12.63,71.54
34.6,11.2,36.93,6.53,6.46
50.13,8.71,55.69,29.18,39.23
22.95,9.95,9.96,9.15,37.85
43.07,4.98,22.86,27.87,72
10.24,23.64,7.62,54.87,4.62
44.13,4.98,27.55,15.24,43.38
18.36,4.98,12.31,14.81,18.46
30.01,16.18,18.76,23.52,30.92
29.3,23.64,18.76,25.7,33.23
83.67,67.2,96.13,69.25,87.23
43.07,13.69,39.86,50.95,21.23
45.89,8.71,48.65,6.1,15.69
10.24,11.2,15.83,9.58,12.46
19.06,19.91,7.62,5.66,10.62
14.83,22.4,22.86,27.44,11.54
14.47,48.53,13.48,12.63,17.54
8.12,22.4,10.55,12.63,20.77
12.36,19.91,25.79,3.92,26.31
37.42,11.2,36.93,16.11,27.69
14.12,19.91,11.14,20.47,29.08
37.77,4.98,40.44,7.4,34.15
43.07,6.22,41.03,7.4,102
12,12.44,11.14,17.86,11.08
17.65,18.67,10.55,40.94,31.85
8.12,9.95,20.52,19.16,16.62
9.18,22.4,6.45,28.31,10.15
11.65,64.71,3.52,76.21,6.46
9.88,19.91,6.45,16.55,6
6.35,14.93,8.79,10.45,21.23
37.77,16.18,38.1,19.6,36.92
35.3,7.47,32.24,20.9,34.15
20.48,3.73,12.31,14.37,36.92
12.36,73.42,5.28,33.1,11.54
8.47,134.39,2.34,58.79,6.46
4.59,124.44,3.52,32.23,3.69
22.59,6.22,21.1,7.84,31.85
15.89,3.73,9.38,6.97,42.46
8.12,9.95,8.21,4.79,47.08
27.89,14.93,31.07,30.49,22.15
46.25,11.2,52.75,31.79,70.15
18.36,11.2,19.93,13.5,53.08
9.18,17.42,1.17,9.58,24.92
30.01,18.67,15.24,34.41,40.61
15.53,16.18,9.38,19.6,38.31
7.41,44.8,1.76,21.78,19.85
9.18,22.4,11.14,10.45,4.15
51.54,18.67,64.48,19.6,75.69
40.25,9.95,42.2,3.48,7.38
31.42,6.22,49.82,8.27,11.54
33.89,4.98,51,3.05,3.23
27.89,6.22,21.69,1.31,12
49.42,11.2,73.86,3.05,25.38
3.18,7.47,0.59,3.05,84
29.3,12.44,38.69,8.27,56.31
19.06,4.98,18.17,4.79,16.62
12,1.24,15.24,6.97,16.15
45.54,7.47,85.58,6.53,8.31
14.12,2.49,31.07,6.97,1.38
22.24,1.24,52.75,3.92,9.23
46.25,7.47,74.44,11.32,21.23
7.77,4.98,8.21,3.92,12
3.53,1.24,0.59,4.36,5.08
18,4.98,17.58,5.66,20.31
6.71,3.73,4.1,1.74,13.85
25.07,8.71,34.58,6.1,24
12.36,16.18,2.93,2.18,58.15
4.94,7.47,9.38,2.61,11.08
47.66,2.49,42.79,11.76,50.77
5.3,18.67,1.17,4.79,12.92
13.06,14.93,6.45,4.36,54.46
20.83,2.49,11.14,10.45,84.46
34.24,2.49,19.93,10.02,84.92
19.06,11.2,15.24,6.1,92.77
24.01,8.71,4.1,6.97,71.54
15.53,7.47,28.72,5.66,27.69
42.36,12.44,38.1,10.89,59.54
20.48,6.22,21.1,6.1,42.46
18,7.47,18.17,8.27,59.54
29.65,2.49,22.86,3.92,64.15
6.35,8.71,7.62,7.84,40.15
15.53,7.47,11.72,7.4,37.85
33.54,6.22,26.96,7.4,92.31
47.31,29.86,36.34,11.76,119.08
8.83,3.73,20.52,6.53,22.15
6,11.2,2.93,10.45,23.54
25.77,7.47,14.07,9.15,37.85
17.65,7.47,2.93,5.23,11.54
31.77,3.73,26.96,5.23,41.54
24.01,3.73,34.58,7.84,56.31
30.01,11.2,42.79,5.66,18.92
27.18,3.73,19.34,5.23,31.38
32.83,6.22,45.72,4.79,15.23
10.94,3.73,3.52,3.05,28.15
22.24,8.71,21.69,6.1,33.23
25.07,4.98,16.41,3.48,34.15
42.01,8.71,50.41,5.66,28.15
26.12,4.98,41.62,4.79,9.69
31.42,8.71,22.27,23.52,32.31
