CMP,EryA,GMP,MEP,MPP
19.06,3.73,10.55,8.27,7.38
13.06,13.69,7.03,10.02,18.46
35.66,12.44,38.1,17.42,82.61
19.42,11.2,11.14,14.37,46.15
8.47,1.24,8.21,3.48,19.85
13.06,18.67,7.62,17.86,17.54
15.18,4.98,9.38,14.37,22.15
26.12,3.73,29.89,20.03,25.85
13.77,12.44,5.86,19.6,29.08
19.06,27.38,17,34.41,44.31
16.24,11.2,21.1,31.36,30.46
13.06,1.24,6.45,11.76,25.85
2.82,27.38,8.79,4.36,0
15.18,14.93,5.86,8.71,70.15
7.41,2.49,8.21,4.79,32.77
1.41,0,1.76,1.31,6.46
9.18,4.98,5.86,8.27,31.38
34.6,7.47,24.03,9.58,53.54
26.48,0,32.82,6.53,21.69
35.66,1.24,32.24,8.27,53.08
8.83,11.2,4.69,4.36,44.77
20.12,4.98,14.07,6.97,29.54
30.01,7.47,17.58,32.66,40.61
21.18,23.64,12.31,31.79,33.69
29.3,8.71,19.93,8.27,58.15
18,4.98,16.41,7.84,30.46
15.89,1.24,14.07,11.76,3.69
9.53,24.89,14.65,47.91,12
23.3,8.71,19.34,20.47,30.92
41.31,2.49,59.2,14.37,15.69
13.77,26.13,3.52,8.27,9.69
8.47,12.44,14.07,7.4,8.77
20.12,11.2,12.9,7.84,16.15
24.01,17.42,21.69,40.07,30.46
8.47,4.98,2.93,14.81,17.54
17.65,19.91,21.69,45.29,12.46
7.06,13.69,11.14,37.89,6.92
34.6,7.47,34.58,37.45,34.15
45.89,16.18,42.79,42.24,63.69
22.24,19.91,21.69,9.58,27.69
55.43,4.98,65.65,55.75,64.61
14.83,6.22,13.48,3.48,20.31
19.06,9.95,24.03,13.07,29.08
25.77,2.49,21.69,19.16,31.85
28.95,12.44,29.31,15.68,28.15
47.31,4.98,27.55,12.63,86.77
25.42,0,33.41,4.79,62.31
25.42,12.44,15.83,6.53,37.38
38.13,12.44,62.13,9.15,46.15
49.07,7.47,45.72,3.92,33.23
35.3,6.22,30.48,10.45,48.46
39.19,7.47,41.03,6.97,66.92
31.07,7.47,22.27,6.53,60
5.65,2.49,11.14,5.23,5.54
21.54,9.95,18.17,16.98,53.08
2.47,9.95,9.38,7.4,6
7.77,7.47,0,3.48,3.69
3.88,4.98,8.79,6.1,17.54
15.53,3.73,4.1,17.86,25.85
22.95,1.24,19.93,25.7,41.08
30.36,9.95,25.2,61.84,16.62
4.59,7.47,6.45,8.71,11.54
27.54,11.2,9.38,53.13,40.61
14.12,16.18,7.62,45.73,38.77
33.54,11.2,22.86,12.63,72.46
10.94,6.22,12.9,16.11,37.85
48.72,9.95,49.24,25.26,32.31
35.3,3.73,77.96,10.45,2.77
56.84,14.93,58.03,11.76,15.23
30.36,8.71,23.45,25.26,51.23
15.18,11.2,11.72,31.79,9.69
48.01,3.73,58.03,33.97,65.08
23.3,4.98,20.52,9.15,17.08
72.37,16.18,67.99,39.2,98.77
49.07,4.98,60.37,6.97,18.46
52.25,4.98,49.82,11.76,59.08
62.84,1.24,94.37,13.5,62.31
7.41,3.73,8.79,3.92,9.69
55.07,8.71,83.23,19.6,53.54
57.9,1.24,77.37,12.63,45.69
10.59,9.95,24.62,7.84,7.85
48.37,8.71,49.24,14.81,37.38
13.77,3.73,7.03,6.97,8.31
29.3,8.71,33.41,24.39,33.69
31.07,1.24,38.1,12.63,6
23.3,8.71,40.44,12.19,12
61.08,9.95,82.65,24.82,12.46
42.72,7.47,46.31,10.89,10.15
22.95,6.22,29.31,10.02,12.46
66.02,8.71,94.37,16.55,97.38
22.59,7.47,21.1,16.55,66.92
46.25,2.49,55.1,3.92,7.85
54.01,6.22,58.62,46.6,42.46
28.95,4.98,56.86,16.55,4.62
52.6,8.71,82.65,8.27,52.15
35.66,8.71,59.79,20.47,19.85
48.72,14.93,60.96,14.37,12.46
12.71,18.67,21.69,20.9,14.31
50.84,2.49,65.65,13.07,32.77
42.72,12.44,65.65,6.97,39.23
49.42,13.69,56.86,6.1,80.77
19.77,8.71,28.72,8.27,24.92
24.01,8.71,41.62,9.58,19.85
32.48,9.95,49.82,9.58,18
46.6,17.42,53.93,5.66,15.69
35.66,6.22,56.86,8.71,29.08
61.78,17.42,89.68,1.74,42.46
32.48,7.47,42.2,6.97,17.54
57.19,8.71,87.34,10.02,93.69
21.89,11.2,32.82,5.66,18.92
38.13,7.47,75.03,6.1,88.61
63.55,6.22,102.58,4.79,47.54
56.84,14.93,63.31,7.4,68.77
31.07,23.64,4.69,63.15,9.23
13.06,82.13,6.45,65.76,7.38
14.47,8.71,8.79,6.53,27.23
32.83,12.44,23.45,15.24,42.46
40.95,11.2,43.96,30.49,21.23
44.84,14.93,55.1,11.32,76.15
13.42,7.47,8.21,6.97,25.85
28.24,4.98,27.55,7.84,31.85
26.83,22.4,34,11.32,23.54
7.41,11.2,1.76,55.75,3.23
16.95,7.47,7.62,29.18,22.15
3.53,7.47,7.03,4.36,9.69
7.77,7.47,4.69,3.92,9.23
10.94,2.49,6.45,19.16,14.31
34.24,6.22,31.65,21.78,47.54
18,7.47,22.27,37.02,22.15
33.19,8.71,51,20.47,24
31.42,4.98,32.24,14.37,42.92
25.07,11.2,11.14,64.46,18
27.18,16.18,16.41,52.26,60
24.71,12.44,4.1,56.62,19.38
10.94,2.49,14.07,12.19,5.08
14.83,36.09,7.03,61.84,6.46
13.42,8.71,9.38,61.84,8.31
68.14,14.93,68.58,48.78,55.85
16.95,3.73,7.62,6.1,14.31
17.3,13.69,17.58,21.78,11.54
20.12,14.93,28.72,23.08,22.15
9.88,2.49,2.34,13.5,11.54
30.71,11.2,14.65,43.12,25.85
20.83,7.47,11.14,14.37,16.15
40.95,9.95,30.48,31.79,48.46
10.24,8.71,8.21,19.16,7.38
9.18,6.22,4.1,1.31,9.69
36.36,4.98,56.27,15.68,34.61
10.59,2.49,1.76,10.45,54.46
27.54,11.2,31.65,8.71,79.85
23.3,16.18,22.27,39.2,6.46
63.55,14.93,84.99,52.7,134.77
68.49,12.44,92.61,31.79,132.92
18.36,8.71,26.96,14.37,41.54
23.65,13.69,39.86,3.92,33.69
18.36,8.71,11.72,12.63,29.08
38.13,8.71,58.62,17.42,64.61
14.12,11.2,17.58,5.66,29.54
19.06,12.44,19.93,4.36,19.38
38.83,7.47,60.96,2.61,32.31
25.07,9.95,49.24,10.02,32.77
11.65,6.22,21.1,10.45,11.54
21.89,4.98,19.34,14.37,33.69
26.12,7.47,7.03,5.23,59.54
17.65,3.73,13.48,11.76,26.77
10.59,4.98,16.41,7.84,41.54
26.12,6.22,25.2,11.32,51.23
24.71,7.47,26.96,12.63,67.85
30.36,7.47,33.41,6.53,49.38
17.65,4.98,9.38,13.5,60.46
3.18,46.04,8.79,69.25,3.23
6,62.22,3.52,51.83,6.92
28.95,11.2,29.89,9.58,61.38
13.06,12.44,5.86,12.63,24.46
16.24,2.49,14.07,9.15,55.85
3.88,18.67,2.34,1.74,25.38
23.65,9.95,14.65,15.24,33.69
9.53,7.47,2.93,20.9,17.54
19.42,7.47,11.72,22.65,28.62
29.3,4.98,33.41,10.02,77.08
11.65,2.49,10.55,4.79,22.62
13.77,6.22,2.93,9.58,35.54
12.71,4.98,11.72,10.45,42.46
18.36,3.73,18.76,11.76,46.61
44.48,2.49,62.13,5.66,2.77
27.18,8.71,35.76,3.92,13.38
30.71,7.47,22.86,6.97,24.46
70.25,12.44,71.51,65.76,73.38
9.53,9.95,5.28,2.61,6.92
24.36,9.95,18.76,15.68,21.23
54.01,6.22,70.93,1.31,18.92
4.59,7.47,2.93,3.48,3.23
15.89,3.73,17,3.05,12.92
3.88,4.98,2.93,2.61,9.23
2.47,4.98,0.59,6.1,11.54
11.65,9.95,4.1,8.27,25.38
3.88,14.93,4.1,7.84,13.38
29.65,11.2,41.03,5.23,57.69
16.24,4.98,12.31,10.45,36
27.89,7.47,34.58,13.07,51.23
25.42,4.98,24.03,9.58,42
39.19,2.49,49.24,9.58,61.38
26.48,4.98,17.58,12.63,41.08
15.89,12.44,41.62,8.71,11.08
21.89,8.71,25.2,32.23,23.54
42.36,39.82,53.93,22.21,24.92
24.36,14.93,18.17,36.15,33.23
16.24,18.67,25.2,26.13,19.85
24.71,8.71,17,20.03,9.69
26.83,18.67,15.24,33.97,41.54
29.65,46.04,21.69,38.33,28.15
23.3,14.93,1.17,10.02,46.15
18.71,14.93,9.96,12.63,46.15
14.47,16.18,7.03,9.58,15.69
34.95,19.91,12.9,12.63,24
35.3,11.2,12.9,44.86,32.31
30.01,12.44,23.45,20.03,25.38
11.65,13.69,4.1,13.94,18.46
24.71,17.42,18.76,33.1,45.69
25.07,9.95,18.76,7.4,43.38
6,13.69,8.21,10.45,18.46
14.12,12.44,7.62,10.45,14.77
40.25,12.44,26.96,20.47,54.92
8.83,8.71,9.38,9.15,15.69
22.59,11.2,14.07,24.82,54.46
10.24,13.69,11.72,14.81,43.38
37.77,13.69,41.03,15.24,84.92
24.71,7.47,31.07,14.37,60
36.72,3.73,55.69,10.45,46.61
31.07,9.95,19.93,3.92,18.46
13.06,11.2,11.14,10.45,25.85
36.36,6.22,23.45,11.76,84
25.42,9.95,31.65,5.66,37.38
33.54,21.15,29.89,28.31,59.54
9.53,90.84,17.58,47.91,7.85
8.83,48.53,1.76,70.55,13.85
8.83,99.55,5.86,67.5,26.31
20.12,27.38,12.9,57.05,24.92
33.19,48.53,49.82,30.92,52.61
48.37,110.75,49.24,82.31,59.54
25.07,32.35,29.31,43.55,34.15
59.66,17.42,87.34,33.1,99.23
12,32.35,4.1,52.26,14.31
23.65,8.71,44.55,8.27,37.85
42.72,13.69,35.76,33.53,58.61
57.19,7.47,72.68,6.97,50.31
27.89,4.98,52.75,12.63,35.54
37.07,9.95,62.13,6.53,80.77
58.96,17.42,32.82,57.92,55.38
40.6,9.95,35.17,17.42,62.31
8.47,8.71,9.96,12.19,6.46
32.83,14.93,39.86,24.39,45.23
50.84,8.71,73.86,17.42,50.77
11.65,4.98,18.17,7.84,15.23
8.83,6.22,9.38,13.5,3.23
45.19,7.47,64.48,24.39,60.46
13.42,11.2,11.72,3.48,36.92
24.01,9.95,34.58,6.53,33.23
6.71,6.22,9.96,4.36,15.69
21.54,8.71,32.82,4.79,26.77
51.9,23.64,61.55,17.42,96
13.42,9.95,23.45,10.89,11.54
20.12,14.93,17,30.05,47.54
9.18,11.2,1.76,35.71,8.31
18,11.2,26.38,31.36,33.23
14.83,11.2,16.41,2.61,64.61
19.06,12.44,11.72,1.74,52.15
17.3,1.24,4.1,12.63,23.08
26.48,16.18,12.31,11.76,44.31
20.83,17.42,13.48,11.32,8.31
14.47,28.62,8.21,52.7,16.62
14.12,24.89,8.79,57.49,10.15
26.48,41.06,37.51,77.52,48.46
15.18,4.98,20.52,27.44,20.77
13.42,16.18,7.03,20.9,18
19.06,67.2,11.72,71.86,18
30.01,51.02,8.79,61.84,42.92
17.3,1.24,9.96,27.87,53.54
16.59,8.71,10.55,10.45,16.62
39.89,11.2,24.62,20.03,56.31
19.42,6.22,27.55,1.31,27.69
33.89,16.18,44.55,15.68,49.38
37.42,11.2,22.86,9.15,27.23
41.31,17.42,51,37.02,13.85
21.54,14.93,20.52,5.66,105.23
28.24,7.47,16.41,14.81,77.54
8.12,3.73,4.69,4.79,37.38
14.47,6.22,5.86,15.24,45.69
31.42,9.95,12.31,29.18,57.23
16.24,12.44,13.48,18.29,31.85
37.42,2.49,56.27,11.76,26.77
12.71,6.22,9.96,25.26,34.61
29.65,31.11,14.65,56.62,34.61
17.65,24.89,14.65,27.44,29.54
7.77,2.49,17.58,6.97,14.77
26.83,11.2,31.07,19.16,16.62
51.19,31.11,49.82,42.24,67.38
12,90.84,7.03,100.17,11.54
22.24,44.8,16.41,37.02,28.62
36.36,11.2,31.65,54.44,40.61
32.48,19.91,38.1,56.18,73.38
71.31,22.4,93.2,30.05,49.38
19.77,4.98,15.24,13.5,39.23
9.18,13.69,8.21,11.76,16.62
19.42,7.47,39.86,16.11,14.31
6.71,19.91,7.62,65.76,2.77
12,19.91,22.86,4.79,12
14.12,23.64,11.72,40.94,20.31
12,27.38,5.86,40.07,6.46
27.54,27.38,20.52,58.79,30.92
13.77,23.64,15.83,30.05,16.62
15.53,28.62,14.65,29.18,16.62
24.71,31.11,21.69,71.42,18.46
32.13,19.91,46.89,31.79,40.15
27.89,28.62,31.07,43.99,29.08
22.59,21.15,30.48,37.02,12
10.24,18.67,8.79,67.07,7.85
37.77,32.35,47.48,38.76,30.46
9.18,1.24,2.93,4.36,9.69
13.42,11.2,21.1,4.36,18.46
36.01,3.73,36.34,12.19,13.38
26.12,54.75,41.03,62.28,44.77
13.06,12.44,12.9,9.58,18.92
12.36,7.47,14.07,15.24,30
8.12,27.38,11.72,28.74,13.85
3.88,29.86,7.62,38.76,10.15
7.77,113.24,4.1,84.05,7.85
19.42,6.22,19.34,4.36,14.31
32.48,3.73,51,7.4,6.46
10.59,13.69,19.34,2.61,8.77
54.72,19.91,72.68,8.27,32.31
31.07,7.47,66.82,4.36,10.15
10.24,7.47,12.31,40.5,7.38
36.72,6.22,35.76,18.73,37.85
46.25,7.47,41.62,9.58,12.92
31.07,0,28.14,5.66,4.15
18.71,9.95,28.14,4.79,8.77
34.24,4.98,61.55,7.84,42.46
31.42,6.22,51.58,4.36,66
40.6,1.24,53.34,9.58,57.69
48.01,9.95,49.24,13.5,44.77
29.65,8.71,19.93,11.76,67.38
25.42,2.49,32.24,6.53,18.92
34.6,8.71,40.44,38.33,45.69
16.24,4.98,12.31,3.48,6
29.65,19.91,48.65,36.15,51.23
12,9.95,8.79,40.07,16.62
48.72,9.95,26.96,17.42,49.38
33.54,7.47,51.58,38.33,20.77
16.24,2.49,12.31,8.71,3.69
13.06,9.95,3.52,54,8.31
17.3,19.91,5.28,81.01,8.77
48.72,11.2,31.65,102.78,71.08
53.31,17.42,63.31,68.81,50.77
20.48,18.67,5.86,30.05,23.54
15.53,0,5.28,23.95,6.46
21.89,39.82,11.72,67.07,35.54
13.06,89.59,6.45,73.6,11.54
12.36,28.62,6.45,25.26,5.54
3.88,1.24,8.21,9.15,5.08
2.47,3.73,2.34,4.36,2.31
6.71,4.98,3.52,9.58,3.23
6,6.22,5.28,35.71,6
18.36,7.47,2.93,18.73,31.38
36.72,11.2,51,21.34,26.77
39.54,22.4,48.65,36.58,9.69
28.6,32.35,15.24,84.05,2.31
10.24,24.89,15.24,49.65,4.62
40.6,6.22,21.69,42.68,60.92
27.54,17.42,18.76,32.23,33.69
10.94,3.73,5.86,84.49,3.69
41.31,9.95,33.41,31.79,34.61
29.65,1.24,26.38,28.31,19.38
55.78,3.73,57.44,20.47,46.61
34.6,8.71,47.48,43.99,35.08
37.07,6.22,45.13,13.07,43.38
14.83,9.95,4.69,49.21,14.31
13.77,13.69,11.14,23.08,9.69
20.83,1.24,14.65,15.68,16.62
18.36,7.47,17.58,37.45,11.08
45.54,1.24,51,27.44,97.84
12,4.98,12.31,10.45,25.85
41.66,6.22,22.27,8.27,50.77
12.36,1.24,4.1,13.5,43.38
16.59,6.22,6.45,15.24,96
15.53,12.44,12.31,24.82,29.08
34.6,22.4,31.07,23.08,28.62
14.12,7.47,18.76,11.76,19.38
21.18,38.58,14.07,50.52,17.54
28.24,16.18,21.69,51.39,48
2.12,43.55,11.72,13.94,5.54
10.24,51.02,7.62,31.79,11.54
37.07,13.69,35.17,8.71,11.08
15.53,34.84,16.41,67.94,18.46
42.01,9.95,36.34,37.45,62.31
29.65,23.64,8.79,23.08,52.15
15.89,38.58,8.21,25.26,58.61
14.12,75.91,8.79,98.86,3.69
11.65,31.11,6.45,58.36,7.38
6.35,12.44,5.28,36.15,4.62
24.71,6.22,13.48,21.34,49.85
28.24,6.22,22.27,37.89,12.46
25.77,44.8,17.58,67.07,16.62
7.41,43.55,2.34,89.28,1.38
60.72,6.22,65.06,23.52,49.38
4.24,28.62,2.34,62.28,2.77
42.36,7.47,28.72,38.33,47.54
52.6,9.95,40.44,7.84,64.61
64.96,2.49,67.41,22.21,95.08
72.73,7.47,76.79,9.58,84
13.77,1.24,20.52,6.53,39.69
67.08,1.24,90.85,11.76,53.54
40.6,0,57.44,9.15,50.31
30.71,1.24,42.2,11.76,63.23
38.48,4.98,38.1,73.17,78.92
28.6,3.73,15.83,35.28,37.85
58.6,0,41.62,14.37,25.38
61.43,1.24,84.41,12.19,82.61
52.25,9.95,49.82,15.24,77.08
29.3,3.73,32.82,24.39,33.69
24.01,7.47,17.58,11.76,18.92
30.36,9.95,43.96,11.32,20.31
43.78,4.98,47.48,6.1,26.77
30.36,3.73,35.76,20.9,53.08
14.83,9.95,9.38,2.61,25.85
29.3,4.98,21.69,8.71,8.31
23.3,6.22,25.79,11.76,15.23
12.36,2.49,8.21,4.79,18
40.25,16.18,31.65,54.87,31.85
43.78,19.91,38.69,41.81,18
57.54,14.93,76.2,32.23,77.08
36.01,7.47,39.27,15.24,14.77
8.83,9.95,9.38,12.19,4.15
13.77,7.47,18.17,7.84,46.15
20.12,0,17,4.79,31.38
27.54,11.2,14.65,10.45,68.31
29.65,0,25.2,4.79,46.15
20.48,7.47,22.27,18.29,34.61
52.96,2.49,47.48,9.58,88.15
7.77,1.24,8.79,5.23,13.85
37.42,2.49,24.03,7.84,56.31
46.95,12.44,51,9.58,32.77
35.3,14.93,39.27,4.36,74.31
10.24,7.47,22.27,6.97,36.46
12,12.44,12.31,6.97,28.15
15.18,13.69,23.45,8.27,13.85
13.77,7.47,14.65,1.74,7.38
28.6,13.69,37.51,38.33,11.08
32.83,0,32.82,6.1,13.85
14.12,6.22,7.62,14.37,19.38
10.24,9.95,11.72,51.83,3.69
39.19,13.69,47.48,27.87,63.69
48.72,22.4,36.34,47.91,33.69
28.24,8.71,31.07,21.34,21.23
30.71,12.44,35.76,28.31,26.31
40.6,36.09,58.62,77.96,30.46
35.3,18.67,26.38,41.37,32.31
61.78,2.49,52.75,32.66,79.38
54.37,14.93,71.51,68.38,22.62
26.12,16.18,29.31,17.42,10.15
63.9,13.69,86.75,21.78,27.23
29.3,9.95,5.28,34.84,8.31
41.31,13.69,9.38,9.15,42.46
17.3,11.2,20.52,4.36,24
25.07,3.73,63.89,7.84,14.77
20.48,4.98,52.75,3.48,8.31
9.53,12.44,4.1,60.1,4.15
24.71,2.49,26.96,24.39,25.38
9.18,12.44,5.86,8.27,19.38
9.18,9.95,3.52,17.42,19.38
32.83,24.89,22.27,81.44,37.38
25.42,6.22,43.96,23.08,12
17.3,9.95,11.14,50.95,42.46
24.71,7.47,15.83,12.63,41.08
33.54,9.95,61.55,51.83,26.77
42.72,6.22,44.55,13.5,56.31
45.19,4.98,46.89,41.37,58.61
45.54,0,35.76,8.71,9.69
9.18,0,12.31,4.36,2.77
17.3,1.24,25.2,6.53,49.38
13.77,26.13,7.03,39.2,27.23
6,57.24,2.93,37.89,6.46
3.18,24.89,5.28,39.63,5.54
22.59,13.69,17.58,21.78,42.46
28.95,136.88,26.38,57.92,15.69
45.19,14.93,43.38,24.39,41.08
12.36,59.73,11.72,30.92,3.69
13.77,14.93,13.48,8.71,3.69
45.19,6.22,58.03,16.11,25.85
34.95,7.47,25.2,8.27,62.77
33.89,8.71,25.2,13.94,61.38
19.77,6.22,24.03,6.97,30.92
27.89,3.73,41.03,3.48,45.69
27.18,6.22,34.58,6.1,29.08
26.48,6.22,60.37,7.84,28.15
21.18,1.24,11.14,0.44,37.38
16.24,6.22,46.31,9.15,10.62
69.55,4.98,96.72,6.1,83.54
40.6,1.24,26.38,11.76,42
21.54,1.24,25.2,10.02,19.85
30.36,7.47,43.38,17.86,20.77
24.36,3.73,24.62,8.71,23.54
16.59,8.71,15.83,16.98,44.31
62.84,7.47,80.3,33.97,83.08
28.24,3.73,24.62,10.45,41.54
44.84,120.7,33.41,98.43,50.31
33.19,92.08,12.9,88.84,48.46
9.53,27.38,7.62,65.33,9.23
9.88,12.44,9.38,61.41,7.85
31.07,12.44,32.24,47.47,37.38
24.36,6.22,21.1,17.86,32.77
16.95,6.22,21.1,15.24,21.69
22.59,2.49,21.69,6.53,20.77
5.3,0,5.86,10.89,3.69
54.37,17.42,29.31,54.44,35.08
10.24,7.47,4.1,6.97,8.31
45.89,2.49,31.65,6.97,50.77
32.48,4.98,16.41,16.55,18.92
23.3,2.49,24.03,21.34,11.54
10.94,6.22,12.31,13.07,19.38
6.71,4.98,12.31,13.07,6
24.36,4.98,16.41,23.95,29.54
6.35,9.95,5.86,11.76,3.69
27.18,22.4,39.27,24.39,62.77
28.6,2.49,35.17,8.27,59.54
27.18,3.73,26.38,5.23,26.31
21.18,1.24,22.27,12.19,13.38
6.71,3.73,4.69,5.23,3.69
38.13,1.24,46.31,10.89,67.85
18.36,6.22,15.24,3.48,32.77
45.54,2.49,42.79,20.47,29.08
40.95,1.24,50.41,10.02,36.92
21.18,6.22,22.27,6.1,19.85
26.48,6.22,21.1,8.71,32.31
4.94,13.69,8.21,12.63,5.08
18.71,7.47,12.31,9.15,7.85
10.94,8.71,7.03,14.37,9.69
53.31,7.47,43.96,45.73,88.61
62.13,6.22,63.89,40.5,74.31
47.66,3.73,34.58,11.76,70.15
14.12,8.71,20.52,3.92,16.62
53.66,13.69,62.72,70.99,66.92
11.65,52.26,5.86,78.39,11.08
9.18,23.64,3.52,81.88,7.85
7.06,18.67,6.45,12.63,6.46
27.89,13.69,42.79,4.79,61.85
3.18,3.73,1.76,11.76,3.23
7.06,27.38,1.76,22.21,5.54
5.3,6.22,7.62,10.45,4.62
18.71,21.15,12.9,23.08,18
27.18,7.47,34.58,13.5,34.15
36.36,4.98,44.55,9.15,17.54
58.25,7.47,107.27,11.32,62.77
10.94,1.24,11.72,12.19,6.46
43.78,9.95,73.27,32.23,7.85
27.54,1.24,22.27,17.86,40.61
16.24,9.95,12.9,31.79,24
55.43,21.15,72.68,26.57,38.77
4.24,104.53,7.03,43.99,1.85
5.3,11.2,6.45,40.07,3.69
24.36,28.62,21.1,56.62,12.46
32.13,18.67,23.45,33.53,25.38
35.66,7.47,59.2,8.71,13.38
45.19,7.47,36.93,36.15,52.15
52.96,26.13,51.58,94.51,45.69
12,2.49,15.24,21.78,8.77
15.89,11.2,37.51,6.1,6
37.42,13.69,43.38,13.94,7.38
38.83,26.13,35.76,37.02,88.15
49.42,22.4,60.96,68.38,54
60.72,8.71,50.41,28.31,71.08
43.07,21.15,51,28.31,52.15
29.3,8.71,27.55,17.42,14.31
5.65,53.51,0,66.63,3.23
3.18,102.04,8.21,71.42,2.77
4.59,41.06,8.21,14.81,5.08
40.25,3.73,61.55,6.53,34.61
18,46.04,15.24,48.78,13.38
31.42,1.24,22.27,7.4,36.92
26.48,3.73,42.79,16.55,29.08
27.18,9.95,26.38,10.45,40.15
18.71,11.2,22.86,3.92,38.77
67.08,11.2,55.69,20.03,41.08
44.84,3.73,56.86,18.29,31.38
58.25,3.73,73.86,18.73,57.23
44.48,9.95,29.89,18.29,67.38
11.65,1.24,13.48,6.1,10.62
17.3,8.71,16.41,7.84,47.08
26.12,3.73,36.34,3.92,23.54
18.71,4.98,17,10.02,19.38
26.83,18.67,45.13,37.02,46.15
18,4.98,19.34,30.05,31.38
11.3,6.22,9.96,42.68,3.69
27.18,49.77,31.65,76.65,25.85
43.78,8.71,46.89,21.78,74.77
32.48,3.73,45.72,23.08,10.15
20.48,11.2,18.17,47.47,9.23
17.3,12.44,7.62,69.68,5.54
26.12,14.93,26.38,16.55,15.69
63.55,13.69,90.27,10.45,82.61
15.53,13.69,22.27,8.27,20.31
74.84,14.93,99.65,29.18,96
12.36,4.98,12.9,16.11,22.15
25.07,8.71,7.62,23.52,23.54
27.54,17.42,22.86,16.98,16.15
45.19,11.2,53.93,38.33,38.31
15.53,13.69,14.07,12.63,12.92
19.06,9.95,17,40.07,23.54
51.9,12.44,43.96,14.81,49.38
51.9,0,62.13,11.32,64.61
52.25,13.69,92.03,7.4,36
32.48,8.71,32.24,13.5,54
7.06,3.73,7.03,5.66,7.85
33.89,8.71,32.82,6.97,27.69
29.3,8.71,35.76,4.79,28.62
42.72,11.2,67.41,19.6,66
27.18,1.24,22.27,16.55,33.23
26.12,8.71,23.45,10.89,29.08
11.3,24.89,6.45,41.37,7.38
7.77,52.26,6.45,71.86,2.31
6.35,11.2,6.45,47.04,3.69
28.6,11.2,28.14,13.94,24
25.07,6.22,19.34,17.86,13.85
21.18,11.2,29.89,14.81,11.54
27.18,6.22,32.24,13.07,30
26.48,31.11,38.1,54.44,41.54
5.3,4.98,2.93,57.92,2.77
9.53,14.93,7.62,53.13,7.38
12.71,26.13,8.79,54.87,8.31
54.72,9.95,96.72,50.08,71.08
4.24,3.73,4.69,6.1,5.08
13.06,2.49,9.96,15.68,17.54
31.07,4.98,29.89,6.1,30
10.59,9.95,6.45,14.37,59.08
50.84,7.47,89.68,41.81,40.61
21.89,70.93,9.96,92.76,5.08
11.65,83.37,12.31,44.42,12
23.3,17.42,18.76,35.28,25.38
42.72,8.71,34,32.23,39.69
11.3,3.73,8.21,13.5,11.54
4.59,2.49,2.34,3.92,1.38
34.95,11.2,29.89,25.26,49.38
54.01,12.44,60.96,31.36,27.23
4.24,22.4,5.28,40.5,2.77
46.6,19.91,55.69,95.38,18.92
51.9,26.13,59.79,78.39,35.54
15.53,7.47,21.1,24.82,7.38
13.06,18.67,24.03,11.76,15.69
32.83,13.69,26.38,58.36,21.23
13.06,14.93,4.1,44.86,10.62
30.36,60.97,18.17,75.34,41.08
21.54,6.22,21.1,18.29,29.54
35.3,1.24,39.86,33.53,38.77
31.42,17.42,35.17,14.37,46.61
37.77,3.73,27.55,15.24,67.38
24.01,7.47,15.83,15.24,18.46
32.83,7.47,22.86,22.65,63.69
19.42,2.49,9.96,10.02,20.31
45.19,16.18,76.2,4.79,46.15
36.72,8.71,61.55,34.84,7.38
19.06,3.73,12.9,15.68,43.38
49.07,43.55,52.75,89.72,74.31
22.95,17.42,25.2,97.99,22.62
40.6,4.98,51.58,11.32,24
18,3.73,8.79,14.81,5.54
15.89,1.24,9.38,11.32,7.85
15.18,11.2,5.86,62.28,9.69
4.94,8.71,4.69,11.76,4.15
9.88,8.71,5.86,49.21,3.69
26.83,16.18,22.86,22.65,35.08
42.36,14.93,52.17,27.44,59.08
43.78,24.89,50.41,69.68,33.23
47.66,9.95,67.41,26.13,24.92
19.42,11.2,9.38,104.09,9.23
48.01,7.47,72.1,38.76,56.31
21.89,6.22,17.58,12.19,33.23
6.35,29.86,0.59,75.34,7.85
58.96,4.98,40.44,29.18,82.15
13.77,4.98,8.21,6.1,8.31
20.12,6.22,18.76,9.58,13.38
8.83,4.98,5.86,5.66,5.54
13.06,4.98,5.86,14.37,18.46
26.48,6.22,14.07,5.23,59.08
30.36,2.49,58.62,10.45,68.77
19.42,7.47,46.31,10.45,11.08
11.65,1.24,25.2,20.03,32.31
43.78,1.24,62.72,13.94,25.38
15.53,19.91,22.27,88.84,43.38
10.94,1.24,13.48,5.66,3.23
35.3,1.24,37.51,47.04,21.23
22.95,4.98,37.51,11.76,19.38
9.53,2.49,8.21,15.24,18.92
30.01,3.73,21.69,10.45,25.85
28.6,3.73,24.03,8.71,23.54
55.07,11.2,79.13,32.66,46.61
60.02,14.93,64.48,41.81,53.08
28.6,2.49,34,9.58,22.15
17.3,4.98,5.28,25.26,28.62
15.18,2.49,18.76,16.98,18.92
17.3,2.49,32.24,12.63,15.69
28.6,14.93,35.76,17.86,29.54
22.24,1.24,18.76,17.42,28.15
22.59,3.73,21.1,26.13,27.23
10.24,2.49,12.31,5.23,10.62
35.66,42.31,45.72,35.28,44.31
18,164.26,8.79,70.12,9.69
60.72,41.06,75.03,40.5,53.08
20.48,11.2,36.34,39.63,21.23
13.06,14.93,17,12.19,11.08
