UNIQUD,NAME,MPP,CMP,GMP,MEP,EryA,Gn
NR_075088,Cenpk,23.6256,56.9177,46.1747,153.5886,129.0757,3.3261
NM_199028,Bend3,19.0282,39.4569,27.4861,69.1489,0.5025,2.563
NM_010172,F7,0.9187,2.7934,6.963,1.6097,0,0.2743
NM_009921,Camp,392.3531,215.1065,72.9212,807.9149,89.4056,15847.921
NM_001163270,Baiap3,21.7841,12.2234,27.8514,2.4143,0.5025,11.2987
NM_001039126,Asb1,14.1729,30.0323,29.6838,149.5464,1346.0456,11.1464
NR_027651,Meg3,3.6739,1.0478,0,1.6083,0,1.0767
NM_025869,Dusp26,0,0,0,0,0,0
NM_011083,Pik3c2a,27.4273,53.7817,34.079,13.6655,8.0355,38.4534
NM_177052,Kif6,14.6945,4.1901,0.3664,0,0.5025,0.1175
NM_001204274,Lsm2,156.9706,311.1451,281.4349,849.0783,216.4774,19.4174
NM_028033,2410012M07Rik,0,0,0,0,0,0
NM_011863,Papss1,61.5448,92.5388,91.6179,81.2023,10.5472,23.1102
NM_176982,Fbxo48,2.1006,6.9851,2.9312,9.647,9.0406,1.1932
NM_178391,Setmar,5.511,11.8727,5.8631,9.6457,1.5065,1.4294
NM_145390,Tnpo2,88.8531,154.6992,159.7772,533.8928,290.2851,29.5876
NM_001146689,Ezh2,339.1017,681.2964,498.3918,1569.4931,924.1461,44.5516
NM_025409,Ier3ip1,144.1188,265.3852,334.9556,443.0093,89.9064,121.8708
NR_034049,Snora52,0,0,0,1.6083,0,0
NM_029688,Srxn1,11.1557,21.3013,14.6582,51.4618,137.6148,5.0889
NM_001271631,Runx2,274.4034,482.9288,251.3938,65.1142,2.5114,179.9462
NM_026434,Rbm18,42.9187,65.6463,59,107.7393,88.8902,30.6121
NM_201232,Nipbl,422.2082,699.4478,638.7361,1273.5672,645.3945,241.1269
NM_001163351,Ntng1,9.9716,0.349,0.3665,0,0,0.1566
NM_008884,Pml,299.4536,398.0791,305.6262,1406.3034,1590.0966,93.6928
NM_146457,Olfr282,0,0,0,0,0,0
NM_183428,Epb4.1,173.3709,303.0972,315.5266,1206.9048,6724.9704,107.1105
NM_001013362,Npcd,386.3153,317.4232,220.2459,754.9929,481.1561,50.8665
NM_029054,Slc25a54,0,0,0.3664,0,0.5025,0
NM_009532,Xrcc1,143.7122,211.6141,204.1245,501.6789,132.0939,28.2993
NR_075078,Pitpnm1,87.5361,57.9703,65.9639,152.7641,462.5995,157.5579
NM_001038699,Fn3k,0.7874,0.6984,0,8.0376,162.216,0.2747
NM_008929,Dnajc3,184.6852,326.4997,472.7334,448.6257,119.0348,108.2519
NM_009970,Csf2ra,266.7044,340.1144,496.561,223.5041,45.2025,607.1562
NM_145364,Akr1d1,2.1017,2.7941,1.4658,3.2153,2.5116,0.2937
NR_030151,Mir468,0,0,0,0,0,0
NM_001190334,Ccr6,0.5248,0,0,2.4131,36.1604,39.2008
NM_010654,Klrd1,2.2306,3.4933,1.0996,4.0188,0,16.157
NR_040692,Gm10664,0,0,0,0,0,0
NM_011922,Anxa10,0.9189,0,0.3665,0.8048,1.0046,0
NM_001040027,Gm15386,2.362,0.3495,3.6651,1.607,0,0.2349
NM_008134,Glycam1,0.6566,0,0,0,0,0
NM_001205083,Scarb1,56.3025,90.4467,103.7083,172.0711,39.1756,29.2271
NM_153167,Dcaf10,46.8577,90.7945,81.7189,195.3601,146.6554,21.104
NM_016764,Prdx4,127.9465,308.6754,182.1398,684.1638,135.6105,22.8909
NM_011903,Tlk2,81.3622,153.6542,130.4598,289.4471,85.38,40.0715
NM_020623,Pth,0,0,0,0,0,0
NM_146534,Olfr1368,0,0,0,0,0,0
NM_010722,Lmnb2,241.1036,351.9817,322.4936,414.9467,8.5393,11.3178
NM_027050,1700008A04Rik,0.1312,0,0,0,0,0.0784
NM_001286168,Rbpms,189.0902,271.6745,166.3782,29.7509,6.5301,74.2679
NM_007590,Calm3,665.9279,962.7176,1061.6646,2492.6213,3491.4077,253.6315
NR_028307,Gm6524,0.9184,0.3494,0.3662,3.2166,0.5025,0.1174
NM_010265,Gcnt1,29.5309,77.1747,74.7572,124.6072,335.9965,64.0231
NM_001113362,Tbc1d14,34.6447,65.6496,45.8081,102.9092,23.1055,50.146
NM_001286049,Entpd5,60.3643,63.9041,49.8399,114.9836,28.6285,16.404
NR_045633,A230056J06Rik,0.1312,1.0475,0,0,0,0.1762
NM_057171,Bag6,427.9513,366.6498,346.3094,761.4144,400.7864,120.6482
NM_001286959,Sptssb,3.4114,0,0,0,1.0046,0
NM_029988,Pigh,57.4739,65.647,52.4051,71.5621,6.0276,8.2966
NM_007404,Adam9,19.2931,44.3483,32.9797,25.7192,6.0266,15.4567
NM_008438,Kera,0,0,0,0,0,0
NR_038149,1700016P04Rik,0,0,0,0,0,0
NR_045660,4930444M15Rik,0,0,0,0.8035,0,0
NM_173376,Rbmx2,18.6348,27.5867,27.4838,70.7675,80.3575,3.3468
NM_025642,Mis18a,105.3822,184.7267,172.9778,311.9602,162.7325,28.7698
NM_009115,S100b,1.968,0,0,0,0,0.0982
NR_104334,Cistr-act,0,0,0,0,0,0
NM_173439,Fbxo45,44.2251,100.9232,77.3195,187.3505,82.3632,18.024
NM_011103,Prkcd,367.3452,624.3639,574.2547,266.9389,80.8674,515.5064
NM_001081000,Trmt2a,288.4443,456.3866,446.728,819.3236,103.967,49.3512
NM_001085414,Pramef6,0,0,0,0,0,0
NM_001277265,Tbxa2r,304.4113,21.305,2.9318,16.0892,7.032,7.5707
NR_030475,Mir695,0,0,0,0,0,0
NM_009704,Areg,0,0,0,0,0,0.0782
NM_178660,Rbms3,17.9784,2.7941,0,2.4118,0.5019,2.2891
NM_001001335,Plekha8,5.117,8.3798,2.5652,29.7601,2.0086,1.2521
NM_023131,Rce1,109.8451,119.0751,159.7812,296.7294,66.7937,22.3399
NM_177747,Zfp711,3.4112,0.6983,0,0,0,0.1565
NM_027815,9030624J02Rik,72.3067,136.1861,134.1283,235.572,135.6133,60.6873
NM_011187,Psmb7,58.1382,101.2732,94.1811,255.6968,141.1313,16.6802
NM_153551,Dennd1c,118.7552,90.4443,69.2573,37.7751,33.1494,169.1656
NR_037975,Gm5105,0,0,0,0,0,0
NM_019979,Selk,132.5328,176.3445,152.8183,215.4797,289.2901,106.3744
NM_019465,Crtam,0.3936,0.6988,0.7329,0,0,5.7908
NM_026837,Tmem53,6.2978,2.7927,11.3605,1.6083,4.0185,0.9806
NM_025831,Pxdc1,0,0,0,0,10.0452,6.3179
NM_001104627,Vmn2r16,0.1312,0.3491,0,0,0,0
NM_001198791,Ak1,3.2826,5.5874,0.7331,8.8475,0,0.1568
NR_027478,Gm8580,0.6569,0,0,0.8035,2.0086,0.0391
NM_001253872,Itgal,184.5082,338.3705,304.1645,82.8196,35.6605,281.1151
NM_001033274,Brd1,338.1778,442.0867,327.9894,488.0681,247.5998,89.1761
NM_177648,Dolk,22.7062,46.445,40.3092,116.5815,9.5404,10.4915
NM_001018002,Dppa4,0,0,0,0,0,0
NM_144901,Csde1,341.7789,619.4599,736.9642,1223.7096,362.1246,148.454
NM_153388,Lrfn4,24.8027,31.7797,27.8495,31.3657,1.0046,0.5282
NR_015472,9530082P21Rik,10.8914,3.1431,3.6647,1.6083,0,2.955
NM_145612,Zfp810,34.7742,49.2384,34.0817,42.6159,1.5071,15.9854
NM_011739,Ywhaq,229.1422,446.9635,386.2589,676.9364,145.1387,77.3008
NM_175402,Rbm15b,27.8243,52.034,46.5401,114.1788,35.6585,6.5565
NM_001271557,Aire,19.1557,0.6988,0,0.8035,0,12.676
NM_001285897,Calr4,1.1809,0,0,0.8048,0,0.8237
NM_008607,Mmp13,0,0,0,0,0,0.0196
NM_001190804,Dnajb11,122.8504,202.5466,293.9009,469.5412,323.4646,65.8336
NM_031406,Slc12a9,90.0532,98.4747,85.3834,45.8269,9.0401,48.5881
NM_178909,Wdr92,25.3299,49.5872,43.9778,202.5967,17.0764,6.5172
NM_013909,Fbxl6,202.0052,192.3995,172.2394,535.4642,17.5803,29.1666
NM_029307,Hspb9,0.6561,1.3969,0.3665,4.8209,0,0.0588
NM_144557,Myrip,3.2817,0.6989,2.9321,2.4105,1.0044,0.0589
NM_001167832,Zfp764,17.7165,23.0466,21.6225,12.865,3.0135,7.278
NM_001080385,Clta,1054.1797,1765.7433,1829.4691,3212.8115,778.9637,345.6041
NM_027700,4933416I08Rik,0,0,0,0,0,0
NM_001252473,Tjap1,93.8578,88.0012,83.9166,189.7567,68.8107,23.56
NM_027027,Asb9,2.0993,0.699,0,0,0,0
NM_177352,Gk5,10.2373,10.8245,10.6275,20.0934,3.5155,5.6203
NR_040519,Sox5os3,0.1312,0,0,0,0.5019,0
NM_009790,Calm1,1287.2545,2278.0776,2471.5075,3654.2192,1333.4797,1489.1509
NM_001045864,Nelfe,187.1347,230.1185,251.0305,408.3876,143.1438,58.1662
NM_177357,Kalrn,46.5858,28.6347,21.9854,16.886,8.538,2.1718
NM_183322,Khdc1a,0,0,0,0,0,0
NM_010862,Myo15,5.7734,6.6344,2.1986,5.6244,52.2315,3.0713
NR_028278,Gm8801,0.1312,0,0,0,0,0
NM_001033463,Tatdn2,78.6132,124.318,161.9763,430.1457,123.0517,15.758
NM_009411,Tpbpa,0,0,0,0,0,0
NM_010743,Il1rl1,0.2629,5.2386,1.8327,25.7179,2.0086,0.0784
NM_030229,Polr3h,139.7521,215.8015,208.8878,870.7933,39.6803,8.8834
NR_035451,Mir1930,0,0,0,0,0,0
NM_030703,Cpn1,6.2981,2.4443,0.3662,0,1.0046,0.5088
NM_001252492,Osbpl1a,101.1736,107.56,49.8384,219.5025,114.0112,6.4563
NM_009624,Adcy9,53.4232,55.8714,40.6765,171.2757,12.5563,9.4994
NR_045098,Gm2115,3.4112,0,0.3665,0,0,0.0391
NR_015513,E130114P18Rik,0.9184,0.6983,0,0,0,0
NM_013899,Timm10,136.7383,167.958,155.7455,717.1941,121.5523,16.9637
NM_007874,Reep5,373.2573,481.8768,506.4564,797.5903,1105.535,205.1253
NM_026481,Tppp3,1.3123,3.8422,1.0993,8.04,33.6493,15.6117
NM_011413,C4a,0.2625,2.4444,0.3665,0.8035,0,0.2936
NM_001281979,Mup9,0,0,0,0,0,0
NM_001163567,Fam102b,71.7941,150.1554,148.0498,62.7132,6.5276,26.9049
NM_009871,Cdk5r1,32.6848,37.0203,72.1932,17.6908,15.0683,36.7774
NM_178748,Egflam,1.1809,0,0.7329,0,0.5019,0.0391
NM_001030289,Mmp27,0.5249,1.047,1.0993,4.8236,0,1.2552
NM_001080817,Prdm10,30.7065,55.5245,50.9375,154.3593,117.5165,17.6959
NR_040322,4930500J02Rik,0.1312,0,0.3665,0,0,0.1174
NM_172593,Mier3,45.0099,76.1265,58.2662,245.2126,235.057,31.1665
NM_172450,4930539E08Rik,11.6785,7.6827,10.6277,1.607,0.5019,0.0782
NM_173756,Lin52,41.0832,97.077,87.2211,240.3839,91.9096,28.8782
NM_026167,Klhl13,1.706,0,0,0.8048,0,0.0391
NM_145223,Alms1,17.8509,62.1586,54.2355,128.6271,43.193,3.5407
NR_045963,Gm1976,31.0997,57.6188,43.9765,114.1646,8.5396,7.7867
NM_021491,Smpd3,9.3155,2.0955,1.099,0,1.0044,0.9195
NM_027187,Rnaseh2a,179.2773,189.62,184.3316,457.4929,279.2471,13.4616
NM_001039180,Bicd2,91.4676,121.1785,116.1671,238.7755,335.5042,37.4481
NM_028421,Zc3hav1,90.0322,165.1783,114.3361,311.1435,485.665,92.7299
NM_001029984,Fcrlb,0.9184,0,0,0,0,0.3325
NM_021371,Caln1,19.6806,4.1911,0,2.4105,0,0.2542
NM_146356,Olfr521,0,0,0,0,0,0
NM_026998,Snx6,188.0432,235.0004,199.7276,197.0054,29.1324,125.298
NR_033206,Tslp,3.2807,8.7285,24.1873,4.0201,1.5071,0
NM_027347,Med23,52.7578,89.3949,58.9985,139.1037,38.6735,16.4398
NM_001077265,Hnrnpd,442.7552,578.9525,545.6604,1327.4565,594.1821,81.903
NM_001252082,Zswim8,106.8274,136.1891,148.417,156.7737,143.1452,63.9722
NM_001177657,Grin1,1.0499,1.3969,0.3665,0.8035,0.5025,0.0588
NM_001029856,Atad5,109.2128,236.7652,184.6964,522.6426,266.1836,13.5191
NR_040357,Gm19276,0,0,0,0,0,0
NM_144842,Zmym5,48.5578,112.441,100.7776,252.4648,79.8543,31.2968
NM_026554,Ncbp2,110.7641,221.7282,244.8009,496.0531,65.7922,22.5807
NM_146795,Olfr812,0,0,0,0,0,0
NM_198298,Helz,109.97,174.2508,165.6408,319.253,34.1525,51.9236
NM_010733,Lrrn3,0.7875,0,0,0,0,0.1956
NM_080455,Tshz2,18.3689,2.0955,0.3664,4.8236,14.0648,2.9581
NR_106073,Mir7214,0,0,0,0,0,0
NM_001285940,Fez2,36.3495,57.267,58.2676,91.6646,44.7012,22.338
NM_001029978,Tceal3,0.1312,0,0,31.3539,0,0
NM_001144987,Spg20,39.1161,53.426,60.8329,119.8084,2.5116,9.8789
NM_001271378,Prl8a6,0,0,0,0,0,0.0391
NM_145153,Oas1f,0,0,0,0,0,0
NR_028367,Nip7,66.7962,100.2215,121.6636,247.6257,26.6155,15.343
NM_001164531,Zfyve27,85.8257,142.4743,174.4352,222.7138,45.2011,84.7523
NM_053215,Ugt2b37,0.9186,0,0,0,0,0
NM_026708,Tlcd1,9.7119,23.0466,27.8505,182.4967,428.444,2.3492
NM_053080,Aldh1a3,0.9184,0,0,0,0,0.3912
NM_172810,Gucy1b2,0.5248,1.0476,0.3665,0,0,0.2547
NM_001283013,Ptbp1,772.8836,962.6889,979.2172,1916.8269,527.3778,75.3618
NM_029510,Bcor,130.1941,203.9279,167.8455,276.6136,112.5034,36.3528
NM_024413,Plekhf1,7.2188,10.4775,20.889,4.8223,0.5025,1.1739
NM_019799,Rhcg,0.1312,0,0.3665,0,2.0084,0.2549
NR_033643,Gm6642,0,0,0,0,0,0
NM_027292,Tspo2,8.6648,19.558,11.3602,939.0614,4432.6712,7.7642
NM_007676,Psg16,0,0,0,2.4131,0.5025,0
NM_001161791,Mefv,21.1474,75.0754,169.6714,8.8411,1.0044,33.8551
NM_009162,Scg5,7.2161,1.7464,1.0996,0.8048,4.5201,0.4505
NM_026968,Manbal,88.5802,99.5211,91.614,252.4949,105.481,34.9009
NR_104410,Terf2,297.4943,382.3772,307.0972,623.1624,361.6252,50.4073
NM_011879,Ik,260.4957,403.6552,376.3732,821.6947,303.3677,94.5401
NM_008720,Npc1,57.6036,49.9344,45.4433,49.0436,13.5602,39.2975
NM_177839,Tnn,0,0,0,0,0,0
NR_106085,Mir7226,0,0,0,0,0,0
NM_173719,Med8,138.843,199.7406,212.9205,479.154,387.2295,75.3767
NM_025517,Rtca,134.9169,241.2885,237.1038,378.6956,70.8149,37.0407
NM_001146711,Ppp1r18,360.4603,296.4625,271.9185,57.8871,32.145,587.5466
NM_001177650,Fnbp1,351.2928,457.1065,370.1242,386.796,54.7489,388.8805
NM_028117,Chst14,20.603,43.6526,48.3709,49.0409,2.5116,3.15
NM_010760,Magoh,37.7999,153.294,179.935,303.9175,33.6526,9.7794
NM_175162,Stox2,13.7778,17.8104,25.2863,2.4118,0.5025,0.6456
NM_001005854,Gm609,1.312,0.3491,0,0,0,0.1174
NM_008561,Mc3r,0,0,0,0,0,0
NM_146983,Olfr1256,0,0,0,0,0,0
NM_010606,Kcnj6,11.8089,0,0.3662,0.8048,0,0.0782
NM_011872,Klk7,1.0497,0,0,1.6083,0,0
NM_172503,Zswim4,42.9079,43.3028,34.0809,46.6278,16.5731,22.3099
NM_001163085,Map3k15,15.8764,17.1128,23.4547,8.0387,6.0266,28.5456
NM_001163434,Hspa5,473.5217,1209.5827,1848.8625,1669.0898,489.6863,223.0742
NM_021469,Dysf,3.805,1.0471,0,1.6097,5.5255,10.1525
NR_029971,Mir451,0.1312,0,0,9.6497,164.2437,0.098
NM_001177606,0610010K14Rik,257.4969,285.6442,281.8138,565.2885,339.5232,48.7411
NM_001197024,Unkl,11.9414,13.6175,8.7951,30.5531,53.7371,8.9482
NM_011249,Rbl1,111.4159,244.4344,214.0093,400.3871,356.09,34.926
NM_028888,4931428F04Rik,58.2628,72.9846,41.0417,45.0208,5.5255,4.108
NM_001243937,Gm3139,0.1312,0,0,0,0,0
NR_040510,5330411J11Rik,0,0,0,0,0,0.0391
NM_028881,Crtc2,153.5311,151.1957,135.2266,210.6644,55.2456,89.9316
NR_035427,Mir1195,268.121,430.2123,394.3192,468.7364,146.6576,222.7551
NM_001011863,Olfr406,0,0,0,0,0,0
NR_075087,Nup88,58.9302,166.2215,168.2051,332.0339,88.3994,21.8225
NR_045167,4930593A02Rik,6.1669,1.3968,2.5653,0.8035,2.0095,1.4087
NM_010282,Ggps1,37.4038,84.5126,72.5604,110.1643,39.1765,24.6454
NM_197992,Pcgf1,7.875,7.3331,8.0625,19.2978,46.2088,2.212
NM_028876,Tmed5,147.907,270.6273,316.6254,438.9579,31.1399,113.5054
NM_001271725,Trim2,12.4655,9.4283,2.9317,254.9027,74.3351,3.718
NM_028854,Tbc1d21,0,0,0,0,0,0
NM_027257,Nabp2,135.7235,172.4988,184.332,389.9497,59.7706,43.6755
NM_023526,Nkiras1,18.1091,30.0282,26.3854,85.23,8.5386,9.3554
NM_001171000,Ahcyl2,42.1271,68.444,70.731,306.2951,114.5051,95.0541
NM_001252313,Ncor1,417.9144,734.3468,742.0814,1370.9255,464.5669,267.6603
NM_138741,Sdpr,11.4323,19.2063,9.1608,17.6908,0,0.4503
NM_013454,Abca1,10.7616,20.6034,3.6651,18.4891,3.013,9.1954
NM_009670,Ank3,6.2977,2.445,0.3665,3.2153,0,0.1959
NM_025942,Ola1,205.5399,496.9087,510.1099,1021.0327,117.0209,55.2132
NM_032005,Tbx19,1.05,2.0942,4.0311,2.4131,4.0165,0.137
NM_001085523,Gm14374,0,0,0,0,0,0
NR_029853,Mir363,0,0,0,0,0,0
NM_026228,Slc39a8,23.3628,46.0948,37.3772,357.7505,63.7838,2.3865
NM_178224,Cbs,0.6561,0.3494,1.0993,3.2178,0,0.0391
NM_147100,Olfr613,0,0,0,0,0,0
NM_023721,Atp6v1d,199.1021,260.8442,236.3764,391.5606,654.9784,133.2663
NM_019782,Lepre1,22.7067,45.7458,78.0538,70.7572,4.0185,6.3571
NM_026499,Srsf6,463.2572,739.916,724.1414,1790.4227,499.2327,115.8593
NM_153587,Rps6ka5,118.1323,254.2224,174.0664,205.0111,54.742,56.6836
NM_001205037,Gm11544,0,0.3495,0,0,0,0
NM_001030305,Pmp2,0,0,0,0,0,0
NM_145553,Fam76a,59.0538,75.4317,72.1935,204.2195,341.5216,30.0729
NM_001042504,Pitx2,3.4113,4.1895,0.3664,0,0,0
NM_007830,Dbi,179.5585,358.9733,518.5584,332.8361,48.2166,26.7133
NM_001163305,Pex2,31.7655,66.6933,81.3569,192.1281,17.5777,25.4342
NM_001008233,Plekhn1,27.6854,38.4155,19.4218,23.3179,19.0826,10.6324
NM_011220,Pts,131.1008,241.9937,254.6949,355.3556,23.6057,43.7881
NM_001113188,Fxr1,113.1297,182.6233,185.4308,369.0777,124.5571,38.6297
NM_001270494,Gm6902,0.3938,0.349,0,0.8048,1.0046,0.0588
NM_013911,Fbxl12,36.7415,56.2189,48.7395,76.3814,29.6334,34.4419
NM_198037,Cachd1,8.7905,1.3966,1.8324,108.535,260.6719,0.294
NM_029494,Rab30,4.8544,0.3491,0.3664,18.4984,124.0579,34.1542
NM_182841,Tmem150c,1.5745,0,0.3665,0,0,32.5109
NM_001253392,Smarcad1,66.0101,150.5038,106.6413,188.1303,27.1209,20.3667
NR_045753,Gm16596,0,0,0,0,0,0
NM_001164763,Rarres1,0.1312,0,0,0,0,0.6065
NM_133670,Sult1a1,2.2317,2.7934,6.963,1.6083,1.0044,4.3043
NM_133196,Cstf2,59.1935,130.2513,129.7265,294.2441,33.6494,13.1675
NR_046210,Gm16973,11.6846,28.9844,23.4524,48.2323,7.5351,4.1297
NM_026250,Gin1,41.9967,70.8867,67.7946,161.6049,79.3514,6.6768
NM_023463,Ly6g6c,0,0.6984,0,0,0,0
NM_001033141,Ecscr,4.3306,0.6986,0.7325,0,0,0.0782
NM_001085495,Arfgef2,91.0736,144.9281,144.3869,390.7846,113.0075,64.5787
NM_175449,Fam26f,44.6121,42.2516,34.4485,28.9302,7.534,33.0624
NM_011782,Adamts5,1.0496,0,0,0,0,0.0784
NM_013809,Cyp2g1,0,0,0,0,0,0
NM_010887,Ndufs4,153.4265,226.273,294.2745,587.6914,150.1672,94.9097
NM_008732,Slc11a2,35.5695,79.97,76.2259,953.6732,763.9364,15.0678
NM_176957,Nckap5,28.4733,4.1903,1.8327,4.8261,5.0216,3.229
NM_201518,Flrt2,0.6563,0,0,0,0,0.0781
NM_007517,Aup1,385.241,435.4376,415.2023,1082.9426,994.9771,116.0964
NM_173021,Phka1,20.6054,48.8856,41.4074,45.8269,12.0526,13.7915
NM_009124,Atxn1,168.0079,378.8761,324.6768,310.336,26.1148,132.2408
NM_007791,Csrp1,772.2971,618.0549,447.8157,765.4396,294.8334,78.6956
NR_035478,Mir1953,0,0,0,0,0,0
NM_008059,G0s2,4.3309,3.4916,12.8274,9.6457,2.0086,149.9922
NM_183020,Atxn2l,751.8814,901.9168,894.9365,2269.851,1196.8341,149.9363
NM_029320,Pibf1,77.8258,126.0681,125.6978,173.6651,69.8109,42.5252
NM_001110321,Cd72,101.2978,31.4279,19.0554,7.2365,43.6929,48.9312
NM_001033199,AI747448,0.1312,0,0.3665,0,0,0.0391
NM_010373,Gzme,0,0,0,0,0,0
NM_001162387,Pex11b,101.1779,170.756,139.6157,261.2899,33.1472,22.5621
NM_001253688,Immt,169.4374,352.6812,334.5885,1041.8773,210.9475,34.5746
NM_018762,Gp9,32.1478,68.1005,19.7877,87.6273,334.5087,4.335
NM_021549,Pnkp,116.9356,158.8784,254.326,207.4464,189.8532,441.7878
NM_027163,Il1f8,0,0,0,0,0,0
NM_001110133,1700093K21Rik,5.248,0.6985,0,0.8035,0,0.0588
NM_183094,Xlr4c,0.7873,2.7938,1.4655,1.607,0,0.1956
NM_178601,Imp4,173.4914,317.7706,352.9037,778.3424,67.3,39.2809
NM_001029850,Magi1,19.8132,8.38,2.5649,15.2687,2.5116,2.2495
NM_178188,Hist1h2ad,0.9184,1.048,1.8324,2.4143,8.0355,0.235
NM_001043354,Rorb,3.2804,0.3491,0,0,2.0095,0.1373
NM_011667,Uba1y,0,0,0,0,0,0
NM_007442,Alx4,0,0,0,0.8035,0,0
NM_001081274,Pgd,367.5602,497.592,1026.4905,749.3631,47.7153,681.795
NM_001162909,Spaca6,3.2804,2.0955,0.3665,2.4143,1.004,1.5471
NR_029440,2010320M18Rik,36.2212,34.2222,32.6135,123.8048,31.6415,4.8354
NM_013697,Ttr,0,0,0,0,0,0
NR_029740,Mir23a,0,0,0,0,0,0
NM_029920,Mtus2,26.7719,15.3675,19.7876,24.116,2.5116,5.8002
NM_001146024,Zfp444,85.1633,109.9979,80.6225,126.2218,21.5995,20.1381
NM_181594,Edc4,83.733,114.1922,112.5052,274.1849,99.4476,34.3746
NM_144530,Zc3h11a,541.9761,556.9625,509.396,973.6841,619.7893,287.9978
NM_001195003,Kat7,118.2611,240.9559,226.8364,422.0782,186.336,45.7126
NM_001025383,Gm14685,0,0,0,0,0,0
NM_001082547,Gm5483,0.7873,0,0,0.8035,0,13.5525
NM_001177869,Rreb1,156.9633,299.6181,316.2587,615.893,14.5642,58.0244
NM_146945,Olfr345,0,0,0,0,0,0
NM_207281,Mettl21e,0.2624,0,0,0,0,0
NM_001100461,Pnma5,0,0,0,0,0,0
NM_130860,Cdk9,48.2885,55.5198,56.0693,127.0581,25.616,29.7543
NM_175244,Hectd3,39.5003,64.6052,70.7254,170.4603,114.0112,31.3716
NM_028572,Vgll3,0.1312,0,0,0,0,0
NM_025881,Luc7l,1198.505,1925.3083,1849.6014,3295.6927,2322.6132,201.3608
NM_028004,Ttn,9.0532,1.0474,0,4.0188,4.0187,9.33
NM_173739,Galnt18,10.6272,0,0,0.8035,0,0.215
NR_004438,Apoo-ps,3.0176,4.1909,1.4652,2.4105,1.5071,1.1933
NM_183222,Fcrl5,4.0672,0.349,0,0,25.6133,22.2027
NM_207132,Olfr1471,0,0,0,0,0,0
NM_001271566,Cdc7,29.6591,74.0312,64.4967,152.7708,48.2174,7.1621
NM_001164572,Snrk,42.9089,57.2666,50.5703,47.4377,13.5618,89.4776
NR_037979,Gm1631,0,0,0.3665,0,0,0
NR_030272,Mir369,0,0,0,0,0,0
NM_146411,Olfr462,0,0,0,0,0,0
NM_011876,Twf2,465.0909,550.6664,571.6977,221.1133,43.1952,550.8701
NM_134136,Fbxo38,64.5753,119.7812,100.0452,207.4675,86.3884,45.4849
NM_024220,Ndufc2,237.0076,325.8018,413.7433,984.2581,184.3251,68.8261
NM_026357,Ribc2,0,0,0,0,0,0
NM_001177366,Fut7,234.3808,309.0438,232.3356,36.1931,3.0136,35.8991
NM_029805,Tsc22d4,1157.6084,1046.1298,1027.2319,1555.8117,1659.9421,599.9164
NM_001163611,Nps,0,0,0,0,0,0
NM_029627,Ly6k,2.8863,1.3972,3.2983,4.8209,3.0136,3.6188
NR_040625,Pcsk2os2,0,0,0,0,0,0
NM_080561,Rnf216,282.2869,375.3955,387.3501,767.8431,300.3334,168.0958
NM_134122,Nrm,208.001,275.8632,226.1061,195.376,98.9518,25.5572
NM_175107,2310022A10Rik,88.5885,153.9947,131.5573,418.1251,118.027,15.7573
NM_010071,Dok2,170.1802,68.0959,37.0121,69.1435,7.0315,33.8652
NM_019690,Gnas,163.2617,166.2295,116.1662,411.6751,141.1388,83.0261
NM_198109,Ssh1,4.7248,6.9851,9.5268,25.7335,105.9777,14.5734
NM_001287261,Mst1r,6.9535,0,4.0312,2.4105,0.5025,0.0784
NM_016969,Myadm,27.4293,59.3682,36.6476,21.7082,11.551,150.6136
NM_020514,Olfr1509,0,0,0,0,0,0
NM_181279,Bre,160.5134,340.8179,208.8773,419.6637,146.1561,83.5132
NM_001045543,Gm11435,0.1312,0,0,0,0,1.1739
NM_133655,Cd81,253.1355,250.7291,234.9053,1112.8075,227.5186,281.9485
NM_001160209,Blzf1,29.2631,46.449,58.2687,77.1875,17.5797,8.2969
NM_183390,Klhl6,190.2688,271.6791,230.8743,155.9727,20.0897,98.9165
NM_011893,Sh3bp2,62.0715,103.7123,69.6264,71.5645,28.128,59.8082
NM_001161823,Kdm4a,81.4844,76.1239,81.353,143.1276,173.2875,34.2763
NM_001077684,Ccdc173,18.7633,24.0961,13.9249,35.3767,2.009,4.9897
NM_026070,Ccdc53,106.8251,166.5758,181.7666,255.6537,18.0817,33.8075
NM_009394,Tnnc2,0,0,0,1.607,1.5065,0.4894
NM_001011853,Olfr1425,0,0,0,0,0,0
NM_001199696,Bai2,3.5436,1.7463,0.3665,0.8035,0,0
NM_011251,Rbm6,142.1264,263.2863,203.7548,516.9907,253.6388,66.2107
NM_031880,Tnk1,2.7555,3.1435,1.8324,7.2365,85.8841,0.1174
NM_001286629,Gimap8,14.6957,3.1429,1.8321,6.4317,17.0753,7.8639
NM_172635,Patl1,60.76,144.5667,123.4977,150.376,20.0897,32.5925
NM_001110242,1810043H04Rik,241.2413,303.446,327.9886,655.3134,108.4897,66.3137
NM_001242427,Slc37a1,60.8901,66.3462,58.6321,71.5553,6.028,33.1061
NM_018784,St3gal6,13.7775,3.841,0.7326,113.3793,79.3604,21.8355
NM_021328,Bin3,88.188,126.0576,131.9319,155.1813,97.4368,134.9852
NM_001199123,Spc25,48.9407,99.8646,44.3406,169.6228,685.0727,14.4691
