UNIQUD,NAME,MPP,CMP,GMP,MEP,EryA,Gn
NM_001113350,Xkr5,29.3938,43.9986,31.5143,57.0952,4.5195,3.25
NM_007862,Dlg1,92.2632,165.5239,145.4834,409.2686,92.9158,64.7305
NM_001003393,Igfl3,0,0,0,0,0,0
NM_145516,Plekhb2,43.7048,75.4288,75.1214,104.5003,12.5567,47.6425
NM_025693,Tmem41a,75.3226,111.7427,74.0254,362.6342,13.5633,3.5411
NM_008140,Gnat1,0.525,0,0,0,0,0
NM_001025594,Zbtb43,33.8573,67.7444,42.8745,115.778,34.1513,15.8397
NM_001271694,Kcnj15,1.0496,0.349,0,0,0,0
NM_001166593,Eif5a,3653.8535,3704.8866,4317.6339,9431.7153,1600.0521,270.5642
NM_028000,Ppapdc1b,42.5351,83.1079,159.0477,216.2926,88.8955,9.9831
NM_023397,Mdp1,144.8665,142.129,133.3945,334.4654,116.5199,54.2108
NM_001166656,Cdkl3,6.6918,8.382,5.8632,24.9249,1.5071,4.0552
NR_106104,Mir7646,0,0,0,0,0,0
NM_001177352,Myc,569.8162,761.9077,724.8875,1168.2265,11.5523,18.0954
NM_029809,2310014L17Rik,0.7886,4.1896,2.5648,4.0175,0,0.3912
NM_018756,Tcstv1,0,0,0,0,0.5019,0.1565
NM_015803,Atp8a2,12.5968,13.6198,11.3589,10.4478,4.0187,1.1545
NM_027055,Spaca4,0,0,0,0,0,0
NM_001042557,Map2k7,275.9625,187.8737,154.6477,347.3682,157.7083,47.0605
NM_144912,Rad9b,16.1387,14.6691,9.1613,23.3203,1.5065,4.0102
NM_013559,Hsph1,72.8379,168.6602,137.0621,686.6044,27.1234,19.9931
NM_026897,Haghl,171.3718,106.5036,78.4213,101.3074,11.0491,42.0877
NM_001100466,Skint8,0.6565,0,0,0.8048,0,0.0588
NM_025297,Mecr,129.9114,164.137,158.3122,451.044,26.6184,19.561
NM_029422,Dcstamp,1.0497,0,0,0,0,0.3326
NM_001080932,Foxk2,99.4801,196.9485,217.3119,508.1696,197.3826,42.7804
NM_001166597,Dgkz,673.5179,611.7599,568.4037,1115.1916,60.7708,80.0347
NR_035445,Mir1894,0.656,0,0.7328,0,0,0.5279
NM_001164110,Nfatc1,141.9936,175.6489,106.6389,58.6919,38.6746,136.5644
NM_001271444,Ndufs8,350.9449,357.5837,513.4251,744.5594,192.3515,72.0803
NM_145144,Aif1l,3.4113,3.84,0,4.8247,0,0.0782
NM_021461,Mknk1,82.1579,174.2533,159.4119,332.8738,303.348,115.4498
NM_029814,Chmp5,52.8913,89.3971,74.76,126.2322,137.1127,51.4845
NM_026671,Lypd2,0,0,0,0,0,0
NR_001592,H19,0,0,0,0,0,0.0391
NM_001254745,E030030I06Rik,17.715,9.4286,28.2173,5.6271,3.0135,22.2694
NM_153399,Syne1,9.0536,8.7298,12.8256,11.2605,1.5071,44.7295
NM_001166740,Vmn1r125,0,0,0,0,0,0
NM_001165942,Nsun6,1.3121,2.0955,0.7326,10.4559,1.0046,0.1174
NM_026854,Dtwd2,11.1599,22.6965,21.622,66.7212,8.0366,3.3843
NM_019573,Wwox,299.0829,562.2178,411.5298,565.2451,113.0104,89.2769
NM_194346,Rnf31,69.2826,98.1306,71.8265,203.4225,148.1534,74.4911
NM_001098203,Hic1,1.0496,0,0,0.8048,0.5025,12.3243
NM_031884,Abcg5,0,0,0,0,0,0
NM_008528,Blnk,109.6883,5.588,2.1977,16.8768,80.3527,91.5128
NR_027905,LOC106740,4.8555,11.1738,9.894,34.5679,16.0738,1.8388
NM_175696,Pianp,0.2624,3.8408,0,0,0,18.9357
NM_033371,Ppp1r16a,44.6164,42.2554,47.6388,88.4583,78.8515,19.5337
NM_001285904,Pih1d1,137.2699,177.044,160.5134,338.4721,92.418,32.3711
NR_029878,Mir377,0,0,0,0,0,0
NM_133240,Acot8,66.664,115.5797,97.8456,277.4184,162.2298,50.9694
NM_001001495,Tnip3,30.049,8.7312,6.5958,1.6083,0.5025,4.225
NM_026191,Dhx40,22.0589,57.6148,80.2543,85.2198,30.1317,35.2766
NM_021353,Slc26a3,6.9544,0.6986,0,0,0,0.0982
NM_030176,Spata2l,12.4705,7.6845,9.1614,9.6497,0,7.5412
NR_105871,Mir6906,0,0,0,0,0,0
NM_178795,Ppip5k1,23.4949,37.016,37.013,82.8053,80.8663,9.2376
NM_001277327,Sox6,183.1671,34.9241,18.6882,176.0766,2595.5813,6.1143
NM_207688,Espn,11.9402,6.6364,7.6959,32.1601,0,1.9365
NM_007598,Cap1,18.1127,35.2709,26.3842,18.4929,7.0331,57.6263
NM_001190408,Gas2l1,2.7565,8.3804,8.7943,56.2801,4.0174,9.2164
NR_027373,Arhgap1,92.5237,131.6485,130.4603,220.2917,53.7427,83.2969
NR_040501,4930441J16Rik,8.0031,0,0,0.8048,11.5534,1.1563
NM_172746,Hirip3,158.7804,248.2777,185.0559,501.7495,297.3423,8.8657
NM_001005371,Gm13084,0,0,0,0,0,0
NM_001164204,Tsen34,54.7191,71.5823,82.8231,47.4366,3.5155,36.1362
NR_015582,C330024D21Rik,0,0,0,0,0,0.0391
NM_028284,Bbs5,14.1742,18.8592,24.554,20.9009,0,1.076
NM_001126047,Sema4c,38.8395,26.1908,6.9633,2.4143,0.5025,3.2666
NM_001270988,Asxl2,124.81,270.6382,242.6002,647.2642,189.3481,65.32
NM_019450,Il1f6,0.1312,0,0,0,0,0
NM_019535,Sh3gl2,4.3297,0,0.3662,0.8048,1.0046,0
NM_133954,Usb1,79.3995,105.4541,153.1834,162.4071,13.5591,39.2641
NM_001288578,Adh5,335.0237,435.0898,437.9329,713.1519,53.7434,54.9232
NM_177868,Fhad1,4.9858,2.7937,2.199,4.8261,0.5025,8.9197
NM_030689,Nptxr,3.1497,4.5403,0.7329,6.4344,4.0185,3.3839
NM_032400,Sucnr1,0,0,0,0,0,7.7072
NR_035439,Mir1892,1.1809,1.397,1.4662,4.8209,0,0.1956
NM_139061,Vps54,57.0938,106.8536,97.8471,176.0661,57.7572,63.8893
NM_001038653,Slc16a3,34.7855,45.3976,48.0023,36.9862,23.6079,255.6176
NM_001163175,Begain,2.4934,1.7457,1.8323,3.2166,2.5111,1.0368
NR_033525,Wiz,117.0598,167.2676,144.7552,383.5494,52.2331,18.9663
NM_001081019,Gm12657,1.0496,0.3495,0.7326,0.8048,6.0256,0.8035
NM_146877,Olfr1395,0,0,0,0,0,0
NM_029316,1700020N15Rik,0,0,0,0,0,0
NM_013869,Tnfrsf19,4.8552,0.6983,0,0,1.5071,0.4112
NM_001099333,Gm2863,0,0,0,0,0,0
NM_025588,Exoc2,115.4854,193.4576,153.5511,283.027,151.1636,76.7189
NM_001163664,Tnnt3,3.9364,1.0474,0,3.214,3.013,2.82
NR_040287,A730020E08Rik,3.0177,0,0,1.607,0,1.1349
NM_026526,N6amt2,95.9355,159.2347,173.3402,353.771,45.2053,20.861
NR_105883,Mir6918,0,0,0,0,0,0
NM_001243049,Atp6v0a1,81.9071,176.3549,245.8943,608.7171,1427.8774,190.9191
NM_007844,Defa-rs1,0,0,0,0,0,0
NM_027217,1810046K07Rik,3.9361,1.3964,0,1.607,0.5025,0.2153
NM_146087,Csnk1a1,285.7118,470.3685,462.1146,927.0184,489.674,107.1921
NM_001101535,Ccdc8,0,0.3494,0,0,0,0
NM_010387,H2-DMb1,101.5873,154.6972,116.9014,49.8654,66.3043,183.4291
NR_045624,1700044C05Rik,0.3936,0,0,0.8048,0.5025,0.0392
NM_001145096,Hhla1,2.0993,0,0.3664,0,1.0044,0
NM_001080755,Zzz3,103.5472,198.3466,147.315,339.3084,51.7301,32.4622
NM_001277941,Rad51d,95.676,174.9583,142.1872,326.4411,28.6285,44.926
NM_001170744,Ctbp2,23.2324,66.6961,66.6953,36.9888,3.0136,12.3732
NM_023835,Trim12a,118.1057,113.843,100.0441,142.3099,76.3382,170.4374
NM_008810,Pdha1,157.4922,379.9224,329.8226,704.2559,45.202,35.9716
NM_001252682,Dhx30,142.5143,259.8011,209.9793,380.3134,44.1998,31.5438
NM_001276263,Cxadr,4.4608,2.0956,1.4659,0,0.5019,0.1957
NM_001128307,Dock9,36.8772,44.3511,63.7651,37.7961,4.5212,6.9052
NM_025537,Tsfm,97.6441,166.2187,165.6412,507.3688,33.1507,12.3061
NM_021538,Cope,530.6685,622.954,920.5773,1004.2135,336.0056,118.5826
NM_026304,l7Rn6,103.0112,127.8106,137.0596,251.6729,62.7819,26.9344
NM_178412,Chil6,1.4439,0,0,0,0,0
NM_001110197,Rnf146,37.0081,74.0318,73.2921,125.4196,60.2661,21.3636
NM_011280,Trim10,0,3.1436,0.7329,146.3442,4845.0752,6.5479
NM_013658,Sema4a,57.2229,39.1108,120.5648,24.9235,10.5477,249.3077
NM_010125,Elf5,0,0,0,0.8048,0,0
NM_001170341,Mlf2,121.3955,154.3446,165.2731,394.7902,143.1389,61.6714
NM_177633,Ubxn7,43.4468,81.7193,56.434,111.7489,75.8391,20.6957
NM_145368,Acnat2,1.4432,0,0,0,0,0
NR_030429,Mir802,0,0,0,0,0,0
NR_029471,Rps15a-ps6,9.3183,22.0023,17.2238,34.5784,16.0743,1.7224
NM_008803,Pde8a,7.6103,6.6357,12.8253,7.2352,2.5114,24.1763
NM_001110849,Prr5l,3.9365,1.7458,4.3981,2.4105,1.0046,56.5397
NR_036458,A730020M07Rik,0,0,0,0,0,0
NM_001004185,Whamm,77.0311,91.4899,104.4438,252.4634,132.089,49.507
NM_022019,Dusp10,5.9047,4.1897,6.2303,11.2605,5.0231,11.7955
NR_045338,5730420D15Rik,2.7552,0,0,0,0,0.137
NM_009286,Sult2a2,1.0503,0,0,0,2.5116,0.3724
NM_001033196,Znfx1,66.6748,93.5833,84.2856,180.9135,348.0497,120.8357
NM_147006,Olfr392,0,0,0,0,0,0
NM_030218,Misp,1.5761,1.3972,1.466,0.8048,0,1.1956
NM_134103,Il1rap,12.9935,28.6325,25.2859,20.9085,1.0044,4.3871
NM_001013817,Sp140,22.834,24.0977,31.8807,27.3405,18.5823,40.0784
NM_133867,Eps8l3,0,1.047,0.7328,0.8048,0,0.137
NM_029083,Ddit4,28.4773,25.1432,17.2227,43.4165,25.6176,23.62
NM_001039051,Pkib,49.4729,114.5344,90.8825,4.8236,8.0352,81.4738
NM_001033768,Pin1rt1,0.5248,0.3491,1.0994,0.8035,0,0.0391
NM_001102458,Azin1,79.0237,296.4695,297.2047,490.4144,604.6559,66.0836
NR_033778,Snord116l1,0,0,0,0,0,0
NM_134233,Vmn1r84,0,0,0,0,0,0
NR_030573,Mir493,0,0,0,0,0,0
NM_001038018,Grk6,237.1332,287.3825,249.2001,508.1629,261.6909,147.529
NR_002859,Olfr75-ps1,0,0,0,0,0,0
NM_148925,Fyco1,48.4273,71.239,63.0304,82.0058,49.7217,46.4455
NM_001128094,Atp13a3,106.2033,284.5986,264.9545,861.0399,41.6876,40.8179
NM_026634,A930018P22Rik,0,1.0474,0,3.2166,9.0421,0
NM_178201,Hist1h2bn,0.5248,1.048,1.099,3.2166,7.534,0.137
NM_013814,Galnt1,105.6541,281.4522,286.9418,694.6625,181.8162,54.494
NR_045835,A330041J22Rik,0,0,0,0,0,0.0391
NM_007653,Cd63,63.7883,111.7401,296.4813,65.9244,2.009,157.7958
NM_183186,Foxn3,126.9093,233.6169,193.4893,586.1499,368.6319,182.8698
NM_001190911,Kirrel3,17.0573,3.1441,0.3665,1.607,3.0141,0.3331
NM_028222,Cdkn3,25.8511,38.0646,33.7141,65.1341,723.2112,9.2656
NR_040315,1700065I16Rik,0,0,0,0,0,0
NM_029679,Fam65b,330.4357,408.5736,283.2743,283.8175,81.8634,380.214
NM_023449,Slc9a3r2,11.5463,9.4271,5.8632,0.8035,0,2.8396
NR_030677,BC025920,14.0399,13.2711,7.3293,47.4404,21.5957,4.4237
NM_011359,Sftpc,0,0,0,0,0,0
NM_172718,Sgsm1,51.0405,4.192,0.3665,0,0,0.274
NM_133948,Psip1,208.6857,298.5528,215.1124,932.7383,566.5421,38.6746
NM_029416,Klf17,0,0,0,0,0,0
NM_028776,Scyl3,53.2872,90.4427,102.975,213.8323,38.1689,30.5746
NM_145567,Hibadh,133.471,255.6091,251.7603,473.4956,32.1419,32.2376
NM_029285,1700001C02Rik,4.3297,0,0,0,0,0
NM_148934,Tpgs1,175.7393,175.9957,177.732,314.3612,141.1382,48.9089
NM_001172093,Depdc1a,0.7884,6.2851,1.8324,4.8261,17.0764,0.7239
NM_145488,Pex6,188.3239,160.6308,171.503,326.4726,76.3432,50.0908
NM_146399,Olfr1328,0,0,0,0,0,0
NM_001163288,Susd1,111.5634,263.6461,165.2691,411.6579,29.6367,22.6568
NR_106005,Mir7038,0,0,0,0,0,0
NM_001277983,Snap91,1.1813,0.349,0,1.607,1.0046,0.3524
NM_001101585,Gm6927,0,0,0,0,0,0
NM_177822,Mslnl,2.7552,0.3491,0,0.8035,0,0
NM_027210,Ceacam13,0,0,0,0,0,0
NM_007733,Col19a1,28.4718,13.9669,2.5648,3.214,0,3.7752
NM_025832,Naa16,87.4127,137.9393,144.748,254.8857,139.1213,28.6754
NM_011618,Tnnt1,7.0876,10.4767,16.1228,4.8247,0,17.7078
NR_029913,Mir409,0,0,0,0,0,0
NM_023831,Ift46,70.6017,84.1581,69.6259,93.2571,39.1776,26.4108
NM_001111079,Uhrf1,118.9054,266.0744,231.6123,586.1305,304.3643,21.1538
NM_001190188,Nrg3,16.9256,3.4938,4.0307,0.8035,9.5448,5.3435
NM_134190,Vmn1r229,0,0,0,0,0,0
NM_144795,Pycr1,17.5848,26.5381,30.4144,20.9021,4.0187,0.9978
NM_178715,Tmem30b,0,0.3491,0,0,0,0
NM_145477,Alg12,20.7344,23.0467,29.681,40.2001,16.5731,8.6523
NM_019743,Rybp,18.1133,30.3811,31.8798,70.7675,17.0753,13.9997
NM_025967,D16Ertd472e,119.9446,162.7314,195.689,242.0024,1.5065,25.6707
NM_001010837,Taar8b,0,0,0,0,0,0
NM_026385,Pllp,0,0,0,0,0,0.0785
NM_019752,Htra2,213.0191,338.0201,425.4647,1972.162,459.548,78.7036
NM_022014,Fn3k,1.4435,1.7459,0,12.0547,1996.9193,2.3136
NM_001127169,Tceal7,0,0,0,0,0,0
NM_001286425,Fut10,10.7604,15.0149,15.0256,13.6723,0,0.6261
NM_001142750,Tgif2lx2,0,0,0,0,0,0
NM_001105184,Vmn2r71,0,0,0,0,0,0
NM_146641,Olfr1164,0,0,0,0,0,0
NR_105856,Mir6538,0.1312,0,0.3665,0,0,0
NM_029840,Tstd3,11.5492,21.3022,29.319,106.1205,48.716,12.1316
NM_011075,Abcb1b,122.3041,205.3333,135.5862,24.9157,8.0361,23.1409
NM_001159603,Pum1,228.862,371.8927,298.6661,529.0611,462.5762,86.1491
NM_001025067,Lrig2,58.2747,105.8099,91.2476,121.4021,43.191,32.1042
NM_026635,Fam96a,190.7168,463.3536,445.2707,949.4423,177.289,44.2558
NM_024267,Ipo4,161.5404,191.7045,161.6115,594.1861,69.3153,19.1513
NM_144786,Ggt7,0,0.3494,0,0.8048,0,0.1761
NM_001042673,Fancc,59.1872,95.3272,82.0914,176.8774,99.4495,17.2935
NM_001166724,Vmn1r160,0,0,0,0,0,0
NR_036616,Srsf9,229.4057,336.2696,365.0016,783.0873,243.0942,96.0167
NM_026260,Tctn3,9.8425,17.8113,24.1862,55.4858,2.009,5.2036
NM_194063,Rhox3a,0,0,0,0,0,0
NM_146667,Olfr740,0,0,0,0,0,0
NM_178373,Cidec,0.3937,0,0,0,0,0.1174
NM_010151,Nr2f1,0,0,0.3665,0,0,0.0391
NM_026938,Tmem160,434.6084,426.3664,440.494,651.1833,104.4787,83.9362
NR_037249,Mir467a-2,0,0,0,0,0,0
NM_027015,Rps27,7.2175,9.0798,10.9925,20.0975,5.0227,4.4814
NM_146512,Olfr97,0,0,0,0,0,0
NM_026158,Isoc2b,25.8498,24.4462,27.4821,28.9448,4.5206,11.771
NM_030070,Lrrc9,4.7241,6.2863,2.5641,1.607,0.5025,0.1566
NM_178923,Scaf4,160.9005,243.7302,212.9181,581.3241,132.5959,50.5997
NM_009441,Ttc3,208.3861,334.5376,267.8841,446.226,33.1469,59.0002
NM_001166465,Spock1,14.3022,2.7939,0.7331,4.0175,9.0423,0.7839
NM_011365,Itsn2,208.9373,324.0667,298.2995,447.8605,196.8726,182.4206
NM_053122,Immp2l,116.7893,195.5532,129.3557,244.4129,55.751,99.2519
NM_172287,Spire2,3.8052,2.7939,3.2977,50.6557,0,0.784
NM_001205313,Stat1,245.7883,283.5495,263.4809,512.1803,539.4224,498.8953
NM_011236,Rad52,38.0566,67.048,48.7403,182.5045,29.634,17.3919
NM_001081135,Prrg3,0.2624,0,0,0,0,0
NM_021481,Treh,0,0,0,0,0,0.0391
NM_001243015,Gm2913,0,0,0,0,0,0
NM_134212,Vmn1r200,0,0,0,0,0,0
NM_146870,Olfr25,0,0,0,0,0,0
NR_105793,Mir6374,0,0,0,0,0,0.0391
NM_001039581,Abca3,99.0766,122.5726,109.2045,996.1919,294.8131,80.8816
NR_040440,Alms1-ps2,0.2624,0,0,0,0,0
NM_172663,Epc2,106.0265,99.1731,84.6536,167.2385,114.5082,29.1781
NM_001284525,Chit1,1.1808,0.3491,0.7325,0,0.5025,0.5683
NR_045527,Rbbp8,55.9107,134.4398,116.5346,249.222,171.2668,35.1957
NM_018824,Slc23a2,35.2994,46.0951,46.543,46.6266,3.0135,33.3361
NM_181820,Tmc4,25.4572,24.7939,28.5834,40.1947,5.022,28.7499
NM_001105063,Vmn2r32,0.1312,0,0,0,0,0
NM_010420,Hesx1,0.5248,4.5403,2.9319,0.8035,0,0.1174
NM_001033264,Gls2,1.3122,2.0956,1.466,81.2061,3.0136,0.0782
NM_016898,Cd164,95.0347,238.5014,275.5795,380.2059,28.1243,105.6621
NM_026667,Fam114a1,23.359,35.9712,43.242,14.4663,3.0136,34.8938
NM_001163136,Macc1,0.1312,0,0,0,0,0
NM_177778,Armc7,33.3328,37.012,34.08,67.5406,10.5472,96.98
NR_037987,Gm16548,0.1312,1.047,0,0,0,3.1571
NM_001114611,Stxbp5l,5.1169,0,0.7331,0,2.5116,0.1179
NM_001040396,Selt,52.3607,85.9043,102.6104,220.3085,82.3621,48.3483
NM_001277121,Hnrnpr,142.7862,236.4081,171.1401,389.9747,186.3213,27.5895
NM_008613,Mns1,127.9416,226.6389,200.4524,2758.6913,1161.7087,10.8038
NM_001167147,Gm8677,0,0,0,0,0,0
NM_028932,Eaf1,35.5676,67.0469,66.3294,151.9552,127.561,12.5732
NM_001285446,Cbfa2t2,69.9516,116.2863,93.8143,187.3123,44.198,24.1305
NM_001198874,Dync1i2,196.5756,292.2682,218.0493,654.4743,342.021,124.4808
NM_011635,Trap1a,0.1312,2.095,1.0996,3.2166,0,0.2933
NM_001161802,Zscan4e,0,0,0,0,0,0
NM_001253690,Patz1,182.8348,318.4699,310.0294,593.3487,32.1423,25.4395
NM_027530,Rufy3,13.1256,24.7926,19.4214,16.0747,8.0355,21.263
NM_001163332,Cttnbp2nl,0.1312,4.1887,1.466,0,0,14.4946
NM_008378,Impact,15.6175,39.8088,47.272,61.9137,6.5301,23.616
NM_173744,Tdrp,0.1312,0,0,0,0.5025,0.4497
NM_001114157,Rhox3h,0,0,0,0,0,0
NM_001174047,Cacna2d2,6.8258,6.2855,5.1302,0.8035,0,1.4286
NM_001177847,Tirap,41.7362,71.2359,76.2265,48.2439,10.5471,132.8009
NM_133857,Usp53,5.5124,10.8241,5.8626,13.6669,2.009,3.9758
NM_009915,Ccr2,66.572,368.0469,331.6495,104.5253,14.0643,8.0946
NM_028307,Tdrkh,17.978,31.7759,18.6895,52.264,1.5065,2.8561
NM_145132,Mchr1,0,0,0,0,0,0
NM_029604,Pifo,0,0,0,0,0,0.1174
NM_001166402,Tnfaip3,12.4703,30.3824,11.727,28.9512,4.5201,45.6498
NM_009783,Cacna1g,0.1312,0,0,7.2379,527.3638,1.4887
NM_001105179,Vmn2r51,3.28,0.3491,0,0.8048,0,0
NM_001011743,Olfr324,0,0,0,0,0,0
NM_001161807,Cys1,0,0,0,0,0,0.0782
NR_040261,2210408F21Rik,29.393,7.3317,1.0993,4.0213,1.0046,19.4874
NM_001081070,Pdia2,0.1312,2.0956,0,84.4149,41.1815,0.0981
NM_001199338,Apoo,5.5111,11.5253,6.2297,15.2752,4.0181,1.389
NM_053096,Cml2,0,0,0,0,0,0
NM_172701,Oscp1,25.4606,22.6951,40.6763,47.4447,2.5114,10.7012
NM_022654,Lrdd,1.9681,2.0947,3.2983,2.4131,6.0282,0.1174
NM_145955,Mcmbp,351.3212,658.9262,627.7556,796.0464,116.519,145.3321
NM_001190474,Dapk3,90.2914,61.1063,65.2285,133.4769,39.6786,27.6626
NM_001282083,Gtf2a2,144.4873,265.3941,289.1359,976.0251,372.151,48.0074
NM_001001566,Chpf,4.9858,2.794,9.1602,35.3714,2.009,7.9816
NM_027037,1700007K09Rik,0,0,0,0,0.5019,0
NM_001081156,Trnp1,1.5744,0.349,0,0,0,0.6652
NM_008627,Meis3,7.4788,1.0475,0,0,11.5538,5.3206
NR_002872,Gm6042,0,0,0,0,0,0
NM_001168657,Socs2,27.9479,4.541,1.0993,13.6642,1.0046,56.3777
NM_172255,Wdr11,51.841,84.5034,94.5466,143.1395,10.5466,33.2011
NR_040455,4933436E23Rik,0.6562,0,0,0,0,0
NM_016888,B3gnt2,175.3599,351.6441,363.1743,440.5989,19.0852,66.9031
NM_032544,Gtpbp3,22.4381,31.7797,37.7449,94.0643,9.041,3.1133
NM_011793,Banf1,734.8427,969.6623,1005.2497,2334.2142,863.8233,89.1964
NM_001272059,Adam5,1.4433,0,0,0,0,0
NM_175185,Hsdl1,57.3557,94.2839,102.9744,280.6114,114.5067,45.0774
NM_177584,Btla,26.1138,24.445,23.0869,2.4118,54.2432,70.7782
NM_013738,Plek2,1.4433,0,0,9.6446,438.9617,0.1565
NM_001160099,Cldn10,0.2624,1.7459,0.3664,30.5493,3.0136,0.6847
NM_001164568,Sipa1,374.6747,307.2967,350.3344,609.485,1385.1859,302.1324
NM_025419,1110059G10Rik,45.6699,90.4404,69.9961,174.4686,67.3003,16.6998
NM_001166645,Zfp882,8.7957,12.2217,9.8939,23.319,8.5365,1.9564
NM_198010,Ankrd17,163.6721,392.8504,334.58,679.3978,177.7926,71.9805
NM_020515,Olfr140,0,0,0,0,0,0
NM_001164141,Spert,0,0,0,0,0,0
NM_178255,Hapln3,0.1312,0,0,0,0,0
NM_001013393,Gm11487,0,0,0,0,0,0
NM_008219,Hbb-bh1,0,0,0,0,4.5206,0
NM_001163853,Tbc1d24,23.099,49.9378,52.0368,186.5444,18.5821,9.6209
NM_028312,Ccdc12,141.8538,139.6782,157.5809,184.9374,89.3992,139.3812
NM_028410,Prkrir,118.5123,141.0744,161.2463,345.7874,49.2229,15.2614
NM_001199433,Dnmt1,400.1178,624.3523,583.0564,1219.0317,863.4148,43.5593
NM_173069,Speer2,0,0,0,0,0,0
NM_001252562,Rad51b,48.4315,191.36,163.0708,274.9803,43.6966,5.8686
NM_024189,Yaf2,77.9591,133.3947,189.4576,324.8381,319.4171,72.5571
NM_001242388,9830147E19Rik,20.6035,23.047,22.3557,57.8831,3.5166,1.056
NM_011720,Wnt8b,0.3936,1.3973,0,0,0,0.2938
NM_011272,Rln1,0,0,0,0,0,0
NR_105921,Mir6956,0,0,0,0,0,0
NM_172479,Slc38a5,3.2802,12.9207,4.0302,1369.2307,1889.9611,3.0204
NM_001195025,Nuak2,55.6442,130.2567,133.3893,30.5544,9.5431,89.7942
NR_040591,Gm1653,0,0,0,0,0,0
NM_009578,Ikzf1,456.701,724.2427,535.4002,1826.7471,272.7179,443.8459
NM_176860,Ubash3b,121.1484,254.219,209.2478,259.6789,12.5567,96.7207
NM_134252,Trpm8,1.8371,0,0,0,0,0.0586
NR_030696,9930014A18Rik,13.5188,19.9027,27.4828,28.1426,0,0.5087
NM_001033410,Gm757,0,0,0.3662,0,0,0
NM_023587,Ptplb,47.7721,106.8575,118.3692,206.6585,29.6329,47.9604
NM_147075,Olfr656,0,0,0,0,0,0
NM_026364,Prpsap1,302.8815,392.836,353.6431,999.4268,61.2749,63.1784
NM_007866,Dll3,0.3936,0,0.3662,0,1.0046,0
NM_145459,Zfp503,1.0497,4.1911,1.4662,0,1.0044,0.804
NM_027113,Wdr5b,11.1551,17.8095,15.7561,33.7644,6.0282,7.203
NM_025478,Isoc1,170.6012,224.5367,171.14,641.5546,69.3084,38.3624
NM_145529,Cstf3,73.8853,163.0795,171.5047,293.4985,87.89,42.2777
NM_001286654,Rcan2,9.8407,0,0,0.8035,0,0.0392
NM_001166409,Rbm3,5.9055,6.2849,9.1618,5.6282,9.0412,2.0156
NR_040478,4930533P14Rik,0.1314,0,0,0.8035,0,0
NM_198636,Acss3,6.0352,1.0476,0.3665,0.8048,1.0044,0.0782
NM_199317,Jade3,12.3333,6.9827,9.1619,14.4758,2.0086,1.1738
NR_040744,7630403G23Rik,0.2629,0,0,0,0,0
NR_037250,Mir669a-4,0,0,0,0,0,0
NM_001040130,Tmem141,58.0101,81.3662,119.8352,34.5732,5.5241,24.1656
NM_021441,Taf1c,106.5484,123.9653,124.2282,405.2445,102.9716,30.4068
NM_001243003,Gm8298,0,0,0,0,0,0.0391
NM_146553,Olfr806,0,0,0,0,0,0
NR_105755,Mir6337,0,0,0,0,0,0
NM_001045959,Mink1,82.8067,86.2504,76.225,147.1502,12.5556,41.8049
NM_001167983,Sipa1l1,175.2001,326.8526,291.3342,406.052,32.1408,124.1991
NR_033431,2900079G21Rik,6.9538,1.0478,0,0,0,0
NM_011352,Sema7a,6.8225,1.0474,1.0987,0.8048,14.5642,45.2746
NM_008534,Ly9,112.1849,83.1111,86.1159,15.2765,28.1258,56.8921
NM_001101620,Klra8,0.9184,0,0,0,0,0.1174
NM_175457,Mroh1,62.2133,71.2399,76.5913,93.2638,35.6605,68.8637
NM_031247,Gimap3,2.7568,0.3491,0.3662,0.8035,26.1159,19.0164
NM_023623,Cyp2d40,0,0,0,0,0,0
NR_037263,Mir467a-8,0,0,0,0,0,0
NM_007857,Dhh,0,0,0,0,0,0
NR_105917,Mir6952,0,0,0,0,0,0
NM_001191001,Lins,17.4518,45.3955,35.1804,65.9311,4.5195,29.4255
NM_011529,Tank,55.2616,135.8376,141.4528,237.9682,111.9887,95.398
NM_176893,Mink1,82.8067,86.2504,76.225,147.1502,12.5556,41.8049
NM_001113187,Khdc1b,0,0,0,0,0,0.0391
NM_007393,Actb,5103.0813,6104.8018,5828.5157,10258.5804,4544.3302,16649.8508
NM_138657,Socs7,58.4057,98.1276,87.2161,198.6137,59.2648,15.8313
NM_001177959,Gpm6b,1.0497,1.7459,0,0,1.004,22.5541
NM_025412,Pycrl,237.4096,350.9334,401.281,610.2966,50.723,15.595
NM_001204875,Set,243.8656,282.1563,279.6149,591.832,93.9187,38.9749
NM_021306,Ecel1,0,0,0,0,0,0.2347
NM_027352,Gorasp2,237.698,480.4862,691.8836,578.0498,39.1754,80.6223
NM_010848,Myb,536.5294,1209.5896,1343.8514,1682.6362,7.0322,20.3703
NM_197959,Kif18b,55.1101,87.6508,32.982,215.4668,1063.2327,8.4789
NM_178760,Gpr107,47.504,55.1762,83.1841,167.2609,58.2635,63.2514
NM_020257,Clec2i,4.5926,6.284,3.6648,0.8035,1.0046,1.8781
NM_001271019,Siglec5,13.2602,79.2666,81.3527,29.7431,1.0046,4.4285
NM_016783,Pgrmc1,28.3512,64.9428,47.6402,186.501,16.5753,8.0643
NR_040453,Gm17757,0,0,0,0,0,0
NR_106041,Mir7073,0.1312,0,0,0,0,0
